Time; Heat_flow
2305.24976533932; -1.62706524682570e-06
2756.55147433963; -1.39776464167750e-06
3160.77600997749; -1.21601077747170e-06
3612.07771897780; -1.34180107448220e-06
4016.30225461565; -1.25974965133590e-06
4467.60396361596; -9.73132883886999e-07
4871.82849925383; -1.22822059582790e-06
5323.13020825413; -1.23373202388010e-06
5774.43191725444; -1.39266779924880e-06
6178.65645289230; -1.45430922361490e-06
6629.95816189261; -1.46762581348620e-06
7034.18269753047; -1.35531439151620e-06
7485.48440653078; -1.43637822578820e-06
7936.78611553108; -1.46763767425510e-06
8341.01065116895; -1.25624544612300e-06
8792.31236016926; -1.51834234848990e-06
9196.53689580712; -1.26371471783120e-06
9647.83860480742; -1.21278094337410e-06
10052.06314044529; -1.40961941536410e-06
10503.36484944560; -1.27722922088680e-06
10954.66655844590; -1.29567643373890e-06
11358.89109408376; -1.09605724421190e-06
11810.19280308407; -1.23787390975710e-06
12214.41733872193; -7.02463266993602e-07
12665.71904772224; -1.09750333436360e-06
13117.02075672255; -7.38894694122498e-07
13521.24529236041; -7.19802305726098e-07
13972.54700136072; -3.59596116549001e-07
14376.77153699859; -2.86744756904002e-07
14828.07324599889; -8.45218886171994e-08
15279.37495499920; 5.67870166242901e-07
15683.59949063706; 7.28954031491899e-07
16134.90119963736; 1.20845247945430e-06
16539.12573527523; 1.54238841784770e-06
16990.42744427553; 1.77742427991740e-06
17394.65197991340; 1.87855052102500e-06
17845.95368891371; 2.19518448962070e-06
18297.25539791401; 2.65532130467910e-06
18701.47993355188; 2.69476974361180e-06
19152.78164255218; 3.10327736749410e-06
19557.00617819004; 3.45965172981160e-06
20008.30788719035; 3.84554768611250e-06
20459.60959619065; 4.09164250578620e-06
20863.83413182852; 4.09471846580380e-06
21315.13584082882; 4.33618535614900e-06
21719.36037646669; 4.62973804959940e-06
22170.66208546700; 4.78922701858810e-06
22574.88662110486; 4.99121655352780e-06
23026.18833010516; 5.42884540743690e-06
23477.49003910547; 5.61299086648150e-06
23881.71457474334; 6.07777462835780e-06
24333.01628374364; 6.18336104875680e-06
24737.24081938151; 6.44757236631300e-06
25188.54252838181; 6.94573524732060e-06
25639.84423738212; 7.43907779034650e-06
26044.06877301998; 7.43736938429170e-06
26495.37048202029; 7.56209539931470e-06
26899.59501765815; 7.96851925240010e-06
27350.89672665846; 7.97828179976160e-06
27802.19843565876; 8.28818073376830e-06
28206.42297129663; 8.28014862990960e-06
28657.72468029693; 8.37604012255753e-06
29061.94921593480; 8.45348228385597e-06
29513.25092493511; 8.32415379607870e-06
29917.47546057297; 8.34111697405541e-06
30368.77716957327; 8.45905326504662e-06
30820.07887857358; 8.30679627349348e-06
31224.30341421144; 8.37407480207600e-06
