Time; Heat_flow
1817.86669807993; 1.42738482470343e-05
1923.46935625715; 4.67178407202640e-06
2252.87941390842; 3.01129068501490e-06
2358.48207208563; 3.41340382823600e-06
2464.08473026284; 3.51312017289380e-06
2793.49478791411; 2.21282955151520e-06
2899.09744609132; 2.28695333393760e-06
3228.50750374259; 2.29065758038750e-06
3334.11016191980; 2.79027318615880e-06
3663.52021957107; 2.83737253727930e-06
3769.12287774828; 3.50704925588390e-06
4098.53293539956; 3.77976280408740e-06
4204.13559357677; 4.34017130340790e-06
4533.54565122803; 4.48244840197500e-06
4639.14830940524; 4.67813344211720e-06
4968.55836705652; 4.69510475966610e-06
5074.16102523373; 4.64834581014640e-06
5403.57108288500; 4.45790861764630e-06
5509.17374106221; 4.16390864323180e-06
5838.58379871348; 4.88730939099360e-06
5944.18645689069; 4.78001662891660e-06
6049.78911506790; 4.69232983560110e-06
6379.19917271917; 4.35482639422690e-06
6484.80183089639; 4.32412198703830e-06
6814.21188854765; 4.20191547885810e-06
6919.81454672487; 4.18180212398750e-06
7249.22460437614; 4.14199864016550e-06
7354.82726255335; 4.06648547921190e-06
7684.23732020462; 4.21634360713640e-06
7789.83997838183; 4.13224954458960e-06
8119.25003603311; 4.19997663100580e-06
8224.85269421031; 4.11235999452770e-06
8554.26275186158; 4.06841344875940e-06
8659.86541003879; 4.03971865518420e-06
8989.27546769007; 3.98517921775230e-06
9094.87812586728; 3.92821819601880e-06
9424.28818351854; 3.85363106691260e-06
9529.89084169576; 3.88721202818720e-06
9635.49349987297; 3.83819427157090e-06
9964.90355752424; 3.69201576798860e-06
10070.50621570145; 3.64449266182720e-06
10399.91627335272; 3.68114042739110e-06
10505.51893152993; 3.69462268362230e-06
10834.92898918120; 3.55064359105150e-06
10940.53164735842; 3.45274776685680e-06
11269.94170500969; 3.50602801168040e-06
11375.54436318689; 3.50335270883290e-06
11704.95442083816; 3.38900283092560e-06
11810.55707901537; 3.35391473608220e-06
12139.96713666665; 3.35817282308760e-06
12245.56979484386; 3.25216405173160e-06
12574.97985249514; 3.19028139840630e-06
12680.58251067235; 3.20350503847230e-06
13009.99256832361; 3.23262571196280e-06
13115.59522650083; 3.14058171771600e-06
13445.00528415210; 3.00230079923000e-06
13550.60794232930; 3.00515103825800e-06
13656.21060050651; 2.94399252407390e-06
13985.62065815779; 2.92545308661470e-06
14091.22331633500; 2.91295150028580e-06
14420.63337398627; 2.87851440447130e-06
14526.23603216348; 2.86081655768170e-06
14855.64608981475; 2.87161915820680e-06
14961.24874799197; 2.78832694358920e-06
15290.65880564323; 2.78581709233260e-06
15396.26146382044; 2.72087380447050e-06
15725.67152147172; 2.68647166646900e-06
15831.27417964892; 2.73010884394850e-06
16160.68423730020; 2.62628991399610e-06
16266.28689547741; 2.58568046885010e-06
16595.69695312868; 2.75261800998820e-06
16701.29961130589; 2.70602358703140e-06
17030.70966895716; 2.70465263705300e-06
17136.31232713437; 2.61471769139100e-06
17241.91498531158; 2.54843048338490e-06
17571.32504296285; 2.57848660978570e-06
17676.92770114007; 2.52119936956160e-06
18006.33775879133; 2.59897929505170e-06
18111.94041696854; 2.47301002129720e-06
18441.35047461982; 2.67565078730070e-06
18546.95313279703; 2.59267968036330e-06
18876.36319044830; 2.58939654293710e-06
18981.96584862551; 2.57287940883080e-06
19311.37590627679; 2.70354800782690e-06
19416.97856445400; 2.64441536904680e-06
19746.38862210527; 2.65205389289870e-06
19851.99128028248; 2.54514668294860e-06
20181.40133793375; 2.83862972164840e-06
20287.00399611096; 2.73155204809450e-06
20616.41405376223; 2.80326808344780e-06
20722.01671193944; 2.76944799346340e-06
21051.42676959070; 2.90465113192530e-06
21157.02942776792; 2.87709514596430e-06
21262.63208594513; 2.75037761925840e-06
21592.04214359640; 2.88255028825880e-06
21697.64480177361; 2.80417549810530e-06
22027.05485942488; 3.01757935706260e-06
22132.65751760209; 2.91965862938600e-06
22462.06757525336; 3.04478596760710e-06
22567.67023343057; 2.95247404223300e-06
22897.08029108185; 3.12404284293470e-06
23002.68294925906; 2.98499649949210e-06
23332.09300691033; 3.13074363520490e-06
23437.69566508754; 3.05396871278520e-06
23767.10572273882; 3.18388248750950e-06
23872.70838091602; 3.15698111110860e-06
24202.11843856730; 3.27165117728270e-06
24307.72109674451; 3.16197259372640e-06
24637.13115439578; 3.36195471148810e-06
24742.73381257299; 3.21418709709300e-06
24848.33647075020; 3.15167352937270e-06
25177.74652840147; 3.26855246450740e-06
25283.34918657868; 3.17409217183970e-06
25612.75924422994; 3.39053334939580e-06
25718.36190240716; 3.24443626415770e-06
26047.77196005844; 3.36233917196910e-06
26153.37461823564; 3.26627766398160e-06
26482.78467588691; 3.45932573940240e-06
26588.38733406412; 3.39913594514240e-06
26917.79739171539; 3.47487933986150e-06
27023.40004989260; 3.36522954863410e-06
27352.81010754388; 3.50568289946860e-06
27458.41276572108; 3.47692670049700e-06
27787.82282337236; 3.66406103222370e-06
27893.42548154957; 3.51254625390170e-06
28222.83553920084; 3.65770089761300e-06
28328.43819737805; 3.54803537053990e-06
28434.04085555526; 3.44569472105150e-06
28763.45091320653; 3.54204801449390e-06
28869.05357138374; 3.44159050983380e-06
29198.46362903502; 3.67323886996640e-06
29304.06628721223; 3.55641544826680e-06
29633.47634486349; 3.66792271902170e-06
29739.07900304071; 3.58231555961410e-06
30068.48906069198; 3.64303848671620e-06
30174.09171886919; 3.53963426772570e-06
30503.50177652046; 3.71820354482290e-06
30609.10443469767; 3.61236798316740e-06
30938.51449234894; 3.86964279328190e-06
31044.11715052616; 3.76184356085650e-06
31373.52720817742; 3.77820582261870e-06
31479.12986635463; 3.67934803449470e-06
31808.53992400591; 3.91187822207470e-06
31914.14258218312; 3.84449120614170e-06
32243.55263983439; 3.93432270070770e-06
32349.15529801160; 3.86485369361230e-06
32454.75795618881; 3.78058014347900e-06
32784.16801384008; 3.99177191707860e-06
32889.77067201729; 3.89934774831170e-06
33219.18072966856; 3.96649645373270e-06
33324.78338784577; 3.87882280713900e-06
33654.19344549704; 4.06282383147610e-06
33759.79610367425; 3.91249773989870e-06
34089.20616132552; 4.13672536152950e-06
34194.80881950274; 4.04862218243760e-06
34524.21887715401; 4.26897716241100e-06
34629.82153533121; 4.16189806362650e-06
34959.23159298249; 4.35443094984930e-06
35064.83425115970; 4.23862513402450e-06
35394.24430881097; 4.42700466380680e-06
35499.84696698818; 4.30492401833540e-06
35829.25702463945; 4.57007500025980e-06
35934.85968281666; 4.40156526668290e-06
36040.46234099388; 4.23778907996600e-06
36369.87239864514; 4.51881472428896e-06
36475.47505682235; 4.36122454720386e-06
36804.88511447363; 4.61499820854145e-06
36910.48777265084; 4.51925714595825e-06
37239.89783030211; 4.79544572320346e-06
37345.50048847932; 4.67212611408046e-06
37674.91054613059; 4.88867211896843e-06
37780.51320430780; 4.75615456260183e-06
38109.92326195907; 5.00957583108355e-06
38215.52592013628; 4.81763130608245e-06
38544.93597778755; 4.97553383219690e-06
38650.53863596477; 4.90290707707470e-06
38979.94869361603; 5.11259553194790e-06
39085.55135179324; 4.94101834729790e-06
39414.96140944451; 5.19068452407229e-06
39520.56406762173; 5.03606528356239e-06
39626.16672579893; 4.84260462355319e-06
39955.57678345020; 5.00237429378263e-06
40061.17944162742; 4.85330093483743e-06
40390.58949927869; 4.89114247116700e-06
40496.19215745590; 4.79917675374990e-06
40825.60221510717; 4.87651386925852e-06
40931.20487328438; 4.69406060924912e-06
41260.61493093566; 4.88129407561221e-06
41366.21758911286; 4.58448610586491e-06
41695.62764676414; 4.67440262522528e-06
41801.23030494135; 4.54758487456668e-06
42130.64036259262; 4.58905201783317e-06
42236.24302076983; 4.43092587078817e-06
42565.65307842111; 4.39438884001599e-06
42671.25573659831; 4.31148210855154e-06
43000.66579424959; 4.40288469387988e-06
43106.26845242679; 4.34039011471399e-06
43435.67851007807; 4.26363309596184e-06
43541.28116825527; 4.17815972716915e-06
43646.88382643249; 3.98004982226694e-06
43976.29388408376; 3.98141254127954e-06
44081.89654226098; 3.94539212263538e-06
44411.30659991223; 3.95359159892157e-06
44516.90925808945; 3.85634704921322e-06
44846.31931574072; 3.99279630300089e-06
44951.92197391793; 4.04765620963384e-06
45281.33203156920; 3.94958745505556e-06
45386.93468974641; 3.87077766627644e-06
45716.34474739768; 3.93674659064787e-06
45821.94740557490; 3.79281720048320e-06
46151.35746322617; 3.88784910276675e-06
46256.96012140338; 3.76625470754501e-06
46586.37017905465; 3.87196719112797e-06
46691.97283723186; 3.88885780110992e-06
47021.38289488314; 4.02555492391475e-06
47126.98555306034; 4.14293083605146e-06
47232.58821123754; 4.20540789852904e-06
47561.99826888882; 4.28054492873505e-06
47667.60092706603; 4.24872916910235e-06
47997.01098471730; 4.22792247432429e-06
48102.61364289452; 4.04381343980527e-06
48432.02370054578; 4.10752687477159e-06
48537.62635872299; 4.08213981353518e-06
48867.03641637426; 4.08660621253488e-06
48972.63907455148; 3.92320027386914e-06
49302.04913220275; 4.02480173318133e-06
49407.65179037995; 3.89220646206378e-06
49737.06184803123; 3.90474551866923e-06
49842.66450620844; 3.85878696788825e-06
50172.07456385971; 3.82517670867937e-06
50277.67722203692; 3.80811615337366e-06
50607.08727968820; 3.78893427576972e-06
50712.68993786541; 3.67646380704776e-06
51042.09999551668; 3.73548312384043e-06
51147.70265369389; 3.60770775735667e-06
51253.30531187110; 3.50022049795269e-06
51582.71536952237; 3.56018452414090e-06
51688.31802769958; 3.49228504421131e-06
52017.72808535086; 3.45902471792928e-06
52123.33074352806; 3.39235844850891e-06
52452.74080117934; 3.50033046469968e-06
52558.34345935654; 3.31685984342081e-06
52887.75351700782; 3.29893317704404e-06
52993.35617518502; 3.21203868259047e-06
53322.76623283630; 3.23716711336990e-06
53428.36889101351; 3.22127454316589e-06
53757.77894866478; 3.13601782411237e-06
53863.38160684198; 3.14477830334542e-06
54192.79166449326; 3.13343813268604e-06
54298.39432267047; 3.01646025485351e-06
54627.80438032174; 3.08755413368876e-06
54733.40703849895; 3.00818573285863e-06
54839.00969667617; 2.90807054967421e-06
55168.41975432743; 2.89971206432828e-06
55274.02241250465; 2.80720268542130e-06
