[1] "Exp-Zero"        "1.533575e-04"    "1.181509e-06"    "1.360883e-04"   
[5] "1.585380e-01"    "5.974436e-01"    "SUFEX-Model2.R0"
Nelder-Mead Opt
Q0=5.121e-05

Step1  Qn=1.047e-05
[1] "Quality: 2221 1.046855e-05"
  Q=1.047e-05  dQ=0.000041  [1]  7.748892e-05 -5.026494e-08 -2.064871e-04  3.929369e-01  3.867686e-01
Step2  Qn=1.546e-05
Step3  Qn=9.465e-06
[1] "Quality: 2221 9.464868e-06"
  Q=9.465e-06  dQ=0.000001  [1]  1.244186e-04  1.790597e-05 -1.553315e-04  2.023395e-01  5.870684e-01
Step4  Qn=1.443e-05
Step5  Qn=9.770e-06
Step6  Qn=1.388e-05
Step7  Qn=2.401e-05
Step8  Qn=3.417e-05
Step9  Qn=1.558e-05
Step10  Qn=1.026e-05
Step11  Qn=1.027e-05
Step12  Qn=3.011e-05
Step13  Qn=1.229e-05
Step14  Qn=1.591e-05
Step15  Qn=5.268e-05
Step16  Qn=1.543e-05
Step17  Qn=1.425e-05
Step18  Qn=2.946e-05
Step19  Qn=1.154e-05
Step20  Qn=4.829e-05
Step21  Qn=1.092e-05
Step22  Qn=3.981e-05
Step23  Qn=1.735e-05
Step24  Qn=1.240e-05
Step25  Qn=6.086e-05
Step26  Qn=1.588e-05
Step27  Qn=2.487e-05
Step28  Qn=1.597e-05
Step29  Qn=1.618e-05
Step30  Qn=1.207e-05
Step31  Qn=2.150e-05
Step32  Qn=1.177e-05
Step33  Qn=1.551e-05
Step34  Qn=2.318e-05
Step35  Qn=1.573e-05
Step36  Qn=1.320e-05
Step37  Qn=1.419e-05
Step38  Qn=1.719e-05
Step39  Qn=9.865e-06
Step40  Qn=1.527e-05
Step41  Qn=1.616e-05
Step42  Qn=9.768e-06
Step43  Qn=9.037e-06
[1] "Quality: 2221 9.036923e-06"
  Q=9.037e-06  dQ=0.000000  [1]  1.353439e-04 -2.042534e-12  1.466397e-04  1.799282e-01  5.772266e-01
Step44  Qn=1.580e-05
Step45  Qn=3.112e-05
Step46  Qn=2.952e-05
Step47  Qn=1.112e-05
Step48  Qn=5.615e-05
Step49  Qn=1.488e-05
Step50  Qn=3.517e-05
Step51  Qn=9.119e-06
Step52  Qn=1.554e-05
Step53  Qn=1.268e-05
Step54  Qn=1.410e-05
Step55  Qn=1.239e-05
Step56  Qn=1.504e-05
Step57  Qn=9.877e-06
Step58  Qn=1.465e-05
Step59  Qn=1.481e-05
Step60  Qn=1.037e-05
Step61  Qn=1.483e-05
Step62  Qn=1.048e-05
Step63  Qn=3.685e-05
Step64  Qn=4.385e-05
Step65  Qn=1.467e-05
Step66  Qn=1.775e-05
Step67  Qn=1.400e-05
Step68  Qn=4.597e-05
Step69  Qn=2.827e-05
Step70  Qn=2.373e-05
Step71  Qn=7.072e-05
Step72  Qn=1.138e-05
Step73  Qn=2.954e-05
Step74  Qn=1.093e-05
Step75  Qn=3.281e-05
Step76  Qn=9.059e-06
Step77  Qn=1.119e-05
Step78  Qn=1.608e-05
Step79  Qn=1.593e-05
Step80  Qn=9.940e-06
Step81  Qn=9.468e-06
Step82  Qn=1.576e-05
Step83  Qn=1.569e-05
Step84  Qn=2.410e-05
Step85  Qn=1.480e-05
Step86  Qn=9.087e-06
Step87  Qn=2.865e-05
Step88  Qn=1.551e-05
Step89  Qn=6.035e-05
Step90  Qn=1.572e-05
Step91  Qn=1.006e-05
Step92  Qn=1.564e-05
Step93  Qn=2.590e-05
Step94  Qn=9.012e-06
[1] "Quality: 2221 9.011820e-06"
  Q=9.012e-06  dQ=0.000000  [1] 1.568635e-04 1.484394e-08 1.338209e-04 1.561719e-01 5.978437e-01
Step95  Qn=1.336e-05
Step96  Qn=3.447e-05
Step97  Qn=1.555e-05
Step98  Qn=3.728e-05
Step99  Qn=1.131e-05
Step100  Qn=2.781e-05
null device 
          1 
