[1] "Exp-Zero"        "1.148104e-05"    "3.194254e-05"    "8.172058e-06"   
Step11053  Qn=1.326e-05  pQn=4.877353  pQmin=5.248442
Step11054  Qn=8.387e-06  pQn=5.076392  pQmin=5.248442
Step11055  Qn=9.571e-05  pQn=4.019036  pQmin=5.248442
Step11056  Qn=8.290e-06  pQn=5.081425  pQmin=5.248442
Step11057  Qn=7.985e-06  pQn=5.097732  pQmin=5.248442
Step11058  Qn=9.060e-06  pQn=5.042858  pQmin=5.248442
Step11059  Qn=1.193e-05  pQn=4.923182  pQmin=5.248442
Step11060  Qn=8.630e-06  pQn=5.064000  pQmin=5.248442
Step11061  Qn=8.582e-06  pQn=5.066389  pQmin=5.248442
Step11062  Qn=8.144e-06  pQn=5.089140  pQmin=5.248442
Step11063  Qn=1.384e-05  pQn=4.858895  pQmin=5.248442
Step11064  Qn=8.194e-06  pQn=5.086518  pQmin=5.248442
Step11065  Qn=1.511e-05  pQn=4.820685  pQmin=5.248442
Step11066  Qn=5.372e-05  pQn=4.269869  pQmin=5.248442
Step11067  Qn=8.610e-06  pQn=5.064983  pQmin=5.248442
Step11068  Qn=7.664e-06  pQn=5.115531  pQmin=5.248442
Step11069  Qn=7.852e-06  pQn=5.105025  pQmin=5.248442
Step11070  Qn=7.695e-06  pQn=5.113806  pQmin=5.248442
Step11071  Qn=7.760e-06  pQn=5.110118  pQmin=5.248442
Step11072  Qn=8.191e-06  pQn=5.086638  pQmin=5.248442
Step11073  Qn=7.727e-06  pQn=5.112002  pQmin=5.248442
Step11074  Qn=8.116e-06  pQn=5.090657  pQmin=5.248442
Step11075  Qn=1.807e-05  pQn=4.743009  pQmin=5.248442
Step11076  Qn=1.809e-05  pQn=4.742443  pQmin=5.248442
Step11077  Qn=7.789e-06  pQn=5.108504  pQmin=5.248442
Step11078  Qn=2.657e-05  pQn=4.575567  pQmin=5.248442
Step11079  Qn=7.786e-06  pQn=5.108675  pQmin=5.248442
Step11080  Qn=7.716e-06  pQn=5.112612  pQmin=5.248442
Step11081  Qn=8.072e-05  pQn=4.093009  pQmin=5.248442
Step11082  Qn=1.321e-05  pQn=4.879001  pQmin=5.248442
Step11083  Qn=7.597e-06  pQn=5.119363  pQmin=5.248442
Step11084  Qn=7.880e-06  pQn=5.103455  pQmin=5.248442
Step11085  Qn=4.738e-05  pQn=4.324447  pQmin=5.248442
Step11086  Qn=7.757e-06  pQn=5.110299  pQmin=5.248442
Step11087  Qn=7.980e-06  pQn=5.098007  pQmin=5.248442
Step11088  Qn=1.414e-05  pQn=4.849508  pQmin=5.248442
Step11089  Qn=1.022e-05  pQn=4.990710  pQmin=5.248442
Step11090  Qn=9.537e-06  pQn=5.020594  pQmin=5.248442
Step11091  Qn=2.644e-05  pQn=4.577717  pQmin=5.248442
Step11092  Qn=8.020e-06  pQn=5.095836  pQmin=5.248442
Step11093  Qn=8.045e-06  pQn=5.094450  pQmin=5.248442
Step11094  Qn=8.215e-06  pQn=5.085387  pQmin=5.248442
Step11095  Qn=7.702e-06  pQn=5.113413  pQmin=5.248442
Step11096  Qn=9.730e-06  pQn=5.011898  pQmin=5.248442
Step11097  Qn=8.506e-06  pQn=5.070273  pQmin=5.248442
Step11098  Qn=7.606e-06  pQn=5.118817  pQmin=5.248442
Step11099  Qn=8.122e-06  pQn=5.090361  pQmin=5.248442
Step11100  Qn=8.565e-06  pQn=5.067273  pQmin=5.248442
Step11101  Qn=9.823e-06  pQn=5.007746  pQmin=5.248442
Step11102  Qn=7.866e-06  pQn=5.104229  pQmin=5.248442
Step11103  Qn=7.762e-06  pQn=5.110011  pQmin=5.248442
Step11104  Qn=7.624e-06  pQn=5.117844  pQmin=5.248442
Step11105  Qn=9.700e-06  pQn=5.013234  pQmin=5.248442
Step11106  Qn=9.462e-06  pQn=5.023995  pQmin=5.248442
Step11107  Qn=8.140e-06  pQn=5.089394  pQmin=5.248442
Step11108  Qn=8.200e-06  pQn=5.086200  pQmin=5.248442
Step11109  Qn=2.750e-05  pQn=4.560681  pQmin=5.248442
Step11110  Qn=7.751e-06  pQn=5.110649  pQmin=5.248442
Step11111  Qn=6.562e-05  pQn=4.182994  pQmin=5.248442
Step11112  Qn=9.072e-06  pQn=5.042315  pQmin=5.248442
Step11113  Qn=8.097e-06  pQn=5.091671  pQmin=5.248442
Step11114  Qn=4.795e-05  pQn=4.319195  pQmin=5.248442
Step11115  Qn=7.876e-06  pQn=5.103720  pQmin=5.248442
Step11116  Qn=9.140e-05  pQn=4.039073  pQmin=5.248442
Step11117  Qn=7.697e-06  pQn=5.113692  pQmin=5.248442
Step11118  Qn=7.799e-06  pQn=5.107966  pQmin=5.248442
Step11119  Qn=8.261e-06  pQn=5.082978  pQmin=5.248442
Step11120  Qn=7.621e-06  pQn=5.117963  pQmin=5.248442
Step11121  Qn=8.401e-06  pQn=5.075679  pQmin=5.248442
Step11122  Qn=8.865e-06  pQn=5.052321  pQmin=5.248442
Step11123  Qn=9.093e-06  pQn=5.041269  pQmin=5.248442
Step11124  Qn=2.444e-05  pQn=4.611908  pQmin=5.248442
Step11125  Qn=8.122e-06  pQn=5.090353  pQmin=5.248442
Step11126  Qn=7.825e-06  pQn=5.106488  pQmin=5.248442
Step11127  Qn=2.347e-05  pQn=4.629400  pQmin=5.248442
Step11128  Qn=8.212e-06  pQn=5.085534  pQmin=5.248442
Step11129  Qn=1.061e-05  pQn=4.974301  pQmin=5.248442
Step11130  Qn=3.813e-05  pQn=4.418712  pQmin=5.248442
Step11131  Qn=8.006e-06  pQn=5.096575  pQmin=5.248442
Step11132  Qn=9.532e-06  pQn=5.020814  pQmin=5.248442
Step11133  Qn=1.028e-05  pQn=4.988218  pQmin=5.248442
Step11134  Qn=8.132e-06  pQn=5.089800  pQmin=5.248442
Step11135  Qn=8.391e-06  pQn=5.076202  pQmin=5.248442
Step11136  Qn=7.957e-06  pQn=5.099237  pQmin=5.248442
Step11137  Qn=8.131e-06  pQn=5.089843  pQmin=5.248442
Step11138  Qn=8.038e-06  pQn=5.094837  pQmin=5.248442
Step11139  Qn=1.220e-05  pQn=4.913504  pQmin=5.248442
Step11140  Qn=9.650e-06  pQn=5.015481  pQmin=5.248442
Step11141  Qn=7.566e-06  pQn=5.121122  pQmin=5.248442
Step11142  Qn=7.700e-06  pQn=5.113514  pQmin=5.248442
Step11143  Qn=2.254e-05  pQn=4.647024  pQmin=5.248442
Step11144  Qn=7.916e-06  pQn=5.101503  pQmin=5.248442
Step11145  Qn=7.864e-06  pQn=5.104365  pQmin=5.248442
Step11146  Qn=1.602e-05  pQn=4.795416  pQmin=5.248442
Step11147  Qn=8.063e-06  pQn=5.093496  pQmin=5.248442
Step11148  Qn=8.013e-06  pQn=5.096199  pQmin=5.248442
Step11149  Qn=8.257e-06  pQn=5.083177  pQmin=5.248442
Step11150  Qn=8.992e-06  pQn=5.046140  pQmin=5.248442
Step11151  Qn=8.915e-05  pQn=4.049892  pQmin=5.248442
Step11152  Qn=7.703e-06  pQn=5.113366  pQmin=5.248442
Step11153  Qn=7.869e-06  pQn=5.104101  pQmin=5.248442
Step11154  Qn=9.791e-06  pQn=5.009174  pQmin=5.248442
Step11155  Qn=1.141e-05  pQn=4.942812  pQmin=5.248442
Step11156  Qn=7.825e-06  pQn=5.106522  pQmin=5.248442
Step11157  Qn=1.868e-05  pQn=4.728597  pQmin=5.248442
Step11158  Qn=1.226e-05  pQn=4.911524  pQmin=5.248442
Step11159  Qn=7.920e-06  pQn=5.101248  pQmin=5.248442
Step11160  Qn=1.070e-05  pQn=4.970477  pQmin=5.248442
Step11161  Qn=1.372e-05  pQn=4.862693  pQmin=5.248442
Step11162  Qn=7.994e-06  pQn=5.097224  pQmin=5.248442
Step11163  Qn=1.386e-05  pQn=4.858198  pQmin=5.248442
Step11164  Qn=7.873e-06  pQn=5.103872  pQmin=5.248442
Step11165  Qn=8.012e-06  pQn=5.096251  pQmin=5.248442
Step11166  Qn=1.251e-05  pQn=4.902620  pQmin=5.248442
Step11167  Qn=8.563e-06  pQn=5.067371  pQmin=5.248442
Step11168  Qn=7.757e-06  pQn=5.110328  pQmin=5.248442
Step11169  Qn=7.769e-06  pQn=5.109616  pQmin=5.248442
Step11170  Qn=1.385e-05  pQn=4.858505  pQmin=5.248442
Step11171  Qn=7.841e-06  pQn=5.105637  pQmin=5.248442
Step11172  Qn=8.969e-05  pQn=4.047270  pQmin=5.248442
Step11173  Qn=7.991e-06  pQn=5.097397  pQmin=5.248442
Step11174  Qn=7.645e-06  pQn=5.116610  pQmin=5.248442
Step11175  Qn=7.628e-06  pQn=5.117593  pQmin=5.248442
Step11176  Qn=9.181e-05  pQn=4.037095  pQmin=5.248442
Step11177  Qn=8.123e-06  pQn=5.090263  pQmin=5.248442
Step11178  Qn=8.793e-06  pQn=5.055856  pQmin=5.248442
Step11179  Qn=7.671e-06  pQn=5.115174  pQmin=5.248442
Step11180  Qn=9.707e-06  pQn=5.012906  pQmin=5.248442
Step11181  Qn=9.710e-05  pQn=4.012767  pQmin=5.248442
Step11182  Qn=1.373e-05  pQn=4.862478  pQmin=5.248442
Step11183  Qn=1.366e-05  pQn=4.864639  pQmin=5.248442
Step11184  Qn=7.613e-06  pQn=5.118440  pQmin=5.248442
Step11185  Qn=1.642e-05  pQn=4.784593  pQmin=5.248442
Step11186  Qn=7.721e-06  pQn=5.112345  pQmin=5.248442
Step11187  Qn=7.761e-06  pQn=5.110055  pQmin=5.248442
Step11188  Qn=8.322e-06  pQn=5.079754  pQmin=5.248442
Step11189  Qn=7.653e-06  pQn=5.116151  pQmin=5.248442
Step11190  Qn=7.940e-06  pQn=5.100161  pQmin=5.248442
Step11191  Qn=7.955e-06  pQn=5.099350  pQmin=5.248442
Step11192  Qn=7.669e-06  pQn=5.115234  pQmin=5.248442
Step11193  Qn=7.579e-06  pQn=5.120412  pQmin=5.248442
Step11194  Qn=7.832e-06  pQn=5.106139  pQmin=5.248442
Step11195  Qn=7.685e-06  pQn=5.114383  pQmin=5.248442
Step11196  Qn=7.633e-06  pQn=5.117330  pQmin=5.248442
Step11197  Qn=7.629e-06  pQn=5.117542  pQmin=5.248442
Step11198  Qn=7.854e-06  pQn=5.104916  pQmin=5.248442
Step11199  Qn=7.802e-06  pQn=5.107814  pQmin=5.248442
Step11200  Qn=1.591e-05  pQn=4.798347  pQmin=5.248442
Step11201  Qn=8.810e-05  pQn=4.055027  pQmin=5.248442
Step11202  Qn=8.219e-06  pQn=5.085186  pQmin=5.248442
Step11203  Qn=7.881e-06  pQn=5.103416  pQmin=5.248442
Step11204  Qn=8.108e-06  pQn=5.091090  pQmin=5.248442
Step11205  Qn=1.255e-05  pQn=4.901513  pQmin=5.248442
Step11206  Qn=7.793e-06  pQn=5.108272  pQmin=5.248442
Step11207  Qn=7.837e-06  pQn=5.105833  pQmin=5.248442
Step11208  Qn=7.814e-06  pQn=5.107152  pQmin=5.248442
Step11209  Qn=7.957e-06  pQn=5.099256  pQmin=5.248442
Step11210  Qn=9.165e-06  pQn=5.037879  pQmin=5.248442
Step11211  Qn=7.832e-06  pQn=5.106136  pQmin=5.248442
Step11212  Qn=9.706e-05  pQn=4.012982  pQmin=5.248442
Step11213  Qn=7.883e-06  pQn=5.103310  pQmin=5.248442
Step11214  Qn=9.685e-05  pQn=4.013919  pQmin=5.248442
Step11215  Qn=8.596e-06  pQn=5.065721  pQmin=5.248442
Step11216  Qn=8.899e-05  pQn=4.050677  pQmin=5.248442
Step11217  Qn=7.812e-06  pQn=5.107229  pQmin=5.248442
Step11218  Qn=8.011e-06  pQn=5.096293  pQmin=5.248442
Step11219  Qn=9.871e-06  pQn=5.005657  pQmin=5.248442
Step11220  Qn=8.074e-06  pQn=5.092920  pQmin=5.248442
Step11221  Qn=7.853e-06  pQn=5.104970  pQmin=5.248442
Step11222  Qn=8.562e-06  pQn=5.067409  pQmin=5.248442
Step11223  Qn=8.046e-06  pQn=5.094405  pQmin=5.248442
Step11224  Qn=9.487e-05  pQn=4.022872  pQmin=5.248442
Step11225  Qn=7.889e-06  pQn=5.102960  pQmin=5.248442
Step11226  Qn=7.663e-06  pQn=5.115599  pQmin=5.248442
Step11227  Qn=9.287e-06  pQn=5.032138  pQmin=5.248442
Step11228  Qn=7.626e-06  pQn=5.117729  pQmin=5.248442
Step11229  Qn=8.228e-06  pQn=5.084701  pQmin=5.248442
Step11230  Qn=7.992e-06  pQn=5.097362  pQmin=5.248442
Step11231  Qn=8.325e-06  pQn=5.079608  pQmin=5.248442
Step11232  Qn=7.886e-06  pQn=5.103160  pQmin=5.248442
Step11233  Qn=7.816e-06  pQn=5.106988  pQmin=5.248442
Step11234  Qn=7.767e-06  pQn=5.109732  pQmin=5.248442
Step11235  Qn=1.360e-05  pQn=4.866469  pQmin=5.248442
Step11236  Qn=9.759e-05  pQn=4.010598  pQmin=5.248442
Step11237  Qn=8.247e-06  pQn=5.083688  pQmin=5.248442
Step11238  Qn=7.584e-06  pQn=5.120087  pQmin=5.248442
Step11239  Qn=8.436e-06  pQn=5.073877  pQmin=5.248442
Step11240  Qn=8.092e-06  pQn=5.091948  pQmin=5.248442
Step11241  Qn=9.738e-06  pQn=5.011532  pQmin=5.248442
Step11242  Qn=7.608e-06  pQn=5.118735  pQmin=5.248442
Step11243  Qn=8.555e-06  pQn=5.067759  pQmin=5.248442
Step11244  Qn=1.458e-05  pQn=4.836203  pQmin=5.248442
Step11245  Qn=7.689e-06  pQn=5.114132  pQmin=5.248442
Step11246  Qn=7.895e-06  pQn=5.102638  pQmin=5.248442
Step11247  Qn=8.297e-05  pQn=4.081080  pQmin=5.248442
Step11248  Qn=7.776e-06  pQn=5.109217  pQmin=5.248442
Step11249  Qn=8.730e-06  pQn=5.058967  pQmin=5.248442
Step11250  Qn=8.421e-06  pQn=5.074621  pQmin=5.248442
Step11251  Qn=8.038e-06  pQn=5.094853  pQmin=5.248442
Step11252  Qn=8.241e-06  pQn=5.084037  pQmin=5.248442
Step11253  Qn=9.341e-06  pQn=5.029588  pQmin=5.248442
Step11254  Qn=2.073e-05  pQn=4.683413  pQmin=5.248442
Step11255  Qn=7.986e-06  pQn=5.097654  pQmin=5.248442
Step11256  Qn=7.678e-06  pQn=5.114753  pQmin=5.248442
Step11257  Qn=7.932e-06  pQn=5.100635  pQmin=5.248442
Step11258  Qn=7.682e-06  pQn=5.114547  pQmin=5.248442
Step11259  Qn=7.600e-06  pQn=5.119179  pQmin=5.248442
Step11260  Qn=1.204e-05  pQn=4.919452  pQmin=5.248442
Step11261  Qn=7.803e-06  pQn=5.107766  pQmin=5.248442
Step11262  Qn=7.883e-06  pQn=5.103290  pQmin=5.248442
Step11263  Qn=8.487e-06  pQn=5.071263  pQmin=5.248442
Step11264  Qn=7.847e-06  pQn=5.105270  pQmin=5.248442
Step11265  Qn=2.846e-05  pQn=4.545745  pQmin=5.248442
Step11266  Qn=9.881e-06  pQn=5.005211  pQmin=5.248442
Step11267  Qn=8.290e-06  pQn=5.081436  pQmin=5.248442
Step11268  Qn=7.680e-06  pQn=5.114642  pQmin=5.248442
Step11269  Qn=7.797e-06  pQn=5.108071  pQmin=5.248442
Step11270  Qn=7.973e-06  pQn=5.098402  pQmin=5.248442
Step11271  Qn=8.012e-06  pQn=5.096286  pQmin=5.248442
Step11272  Qn=7.732e-06  pQn=5.111713  pQmin=5.248442
Step11273  Qn=7.959e-06  pQn=5.099123  pQmin=5.248442
Step11274  Qn=1.109e-05  pQn=4.954987  pQmin=5.248442
Step11275  Qn=8.254e-06  pQn=5.083340  pQmin=5.248442
Step11276  Qn=8.155e-06  pQn=5.088561  pQmin=5.248442
Step11277  Qn=7.707e-06  pQn=5.113090  pQmin=5.248442
Step11278  Qn=8.398e-06  pQn=5.075847  pQmin=5.248442
Step11279  Qn=7.852e-06  pQn=5.105015  pQmin=5.248442
Step11280  Qn=1.062e-05  pQn=4.973997  pQmin=5.248442
Step11281  Qn=8.875e-06  pQn=5.051816  pQmin=5.248442
Step11282  Qn=8.235e-06  pQn=5.084320  pQmin=5.248442
Step11283  Qn=8.520e-06  pQn=5.069575  pQmin=5.248442
Step11284  Qn=1.477e-05  pQn=4.830658  pQmin=5.248442
Step11285  Qn=1.016e-05  pQn=4.992962  pQmin=5.248442
Step11286  Qn=8.000e-06  pQn=5.096899  pQmin=5.248442
Step11287  Qn=7.998e-06  pQn=5.096992  pQmin=5.248442
Step11288  Qn=1.858e-05  pQn=4.730929  pQmin=5.248442
Step11289  Qn=2.407e-05  pQn=4.618530  pQmin=5.248442
Step11290  Qn=7.658e-06  pQn=5.115902  pQmin=5.248442
Step11291  Qn=7.737e-06  pQn=5.111422  pQmin=5.248442
Step11292  Qn=7.772e-06  pQn=5.109454  pQmin=5.248442
Step11293  Qn=7.901e-06  pQn=5.102313  pQmin=5.248442
Step11294  Qn=1.963e-05  pQn=4.707107  pQmin=5.248442
Step11295  Qn=7.733e-06  pQn=5.111635  pQmin=5.248442
Step11296  Qn=1.395e-05  pQn=4.855416  pQmin=5.248442
Step11297  Qn=7.926e-05  pQn=4.100966  pQmin=5.248442
Step11298  Qn=8.119e-06  pQn=5.090504  pQmin=5.248442
Step11299  Qn=8.437e-06  pQn=5.073821  pQmin=5.248442
Step11300  Qn=7.733e-06  pQn=5.111639  pQmin=5.248442
Step11301  Qn=1.372e-05  pQn=4.862493  pQmin=5.248442
Step11302  Qn=8.002e-06  pQn=5.096793  pQmin=5.248442
Step11303  Qn=8.373e-06  pQn=5.077103  pQmin=5.248442
Step11304  Qn=7.999e-06  pQn=5.096985  pQmin=5.248442
Step11305  Qn=7.904e-06  pQn=5.102166  pQmin=5.248442
Step11306  Qn=1.525e-05  pQn=4.816603  pQmin=5.248442
Step11307  Qn=9.757e-05  pQn=4.010683  pQmin=5.248442
Step11308  Qn=7.864e-06  pQn=5.104345  pQmin=5.248442
Step11309  Qn=4.826e-05  pQn=4.316421  pQmin=5.248442
Step11310  Qn=7.978e-06  pQn=5.098126  pQmin=5.248442
Step11311  Qn=8.296e-06  pQn=5.081150  pQmin=5.248442
Step11312  Qn=7.659e-06  pQn=5.115833  pQmin=5.248442
Step11313  Qn=9.278e-05  pQn=4.032551  pQmin=5.248442
Step11314  Qn=7.685e-06  pQn=5.114349  pQmin=5.248442
Step11315  Qn=2.564e-05  pQn=4.591069  pQmin=5.248442
Step11316  Qn=3.001e-05  pQn=4.522781  pQmin=5.248442
Step11317  Qn=7.694e-06  pQn=5.113821  pQmin=5.248442
Step11318  Qn=7.763e-06  pQn=5.109994  pQmin=5.248442
Step11319  Qn=8.646e-06  pQn=5.063209  pQmin=5.248442
Step11320  Qn=9.350e-05  pQn=4.029206  pQmin=5.248442
Step11321  Qn=7.846e-06  pQn=5.105377  pQmin=5.248442
Step11322  Qn=7.787e-06  pQn=5.108621  pQmin=5.248442
Step11323  Qn=7.810e-06  pQn=5.107329  pQmin=5.248442
Step11324  Qn=1.964e-05  pQn=4.706758  pQmin=5.248442
Step11325  Qn=8.512e-06  pQn=5.069964  pQmin=5.248442
Step11326  Qn=9.489e-06  pQn=5.022801  pQmin=5.248442
Step11327  Qn=1.075e-05  pQn=4.968761  pQmin=5.248442
Step11328  Qn=7.847e-06  pQn=5.105314  pQmin=5.248442
Step11329  Qn=8.053e-06  pQn=5.094047  pQmin=5.248442
Step11330  Qn=7.757e-06  pQn=5.110290  pQmin=5.248442
Step11331  Qn=9.702e-06  pQn=5.013149  pQmin=5.248442
Step11332  Qn=7.586e-06  pQn=5.120006  pQmin=5.248442
Step11333  Qn=8.147e-06  pQn=5.089002  pQmin=5.248442
Step11334  Qn=7.578e-06  pQn=5.120438  pQmin=5.248442
Step11335  Qn=8.233e-06  pQn=5.084457  pQmin=5.248442
Step11336  Qn=9.586e-06  pQn=5.018359  pQmin=5.248442
Step11337  Qn=9.730e-05  pQn=4.011877  pQmin=5.248442
Step11338  Qn=1.076e-05  pQn=4.968371  pQmin=5.248442
Step11339  Qn=8.952e-05  pQn=4.048060  pQmin=5.248442
Step11340  Qn=7.929e-06  pQn=5.100786  pQmin=5.248442
Step11341  Qn=8.989e-05  pQn=4.046289  pQmin=5.248442
Step11342  Qn=7.705e-06  pQn=5.113246  pQmin=5.248442
Step11343  Qn=7.501e-05  pQn=4.124909  pQmin=5.248442
Step11344  Qn=3.761e-05  pQn=4.424671  pQmin=5.248442
Step11345  Qn=8.936e-05  pQn=4.048848  pQmin=5.248442
Step11346  Qn=8.165e-06  pQn=5.088039  pQmin=5.248442
Step11347  Qn=5.512e-05  pQn=4.258686  pQmin=5.248442
Step11348  Qn=7.607e-06  pQn=5.118812  pQmin=5.248442
Step11349  Qn=8.270e-06  pQn=5.082472  pQmin=5.248442
Step11350  Qn=1.880e-05  pQn=4.725853  pQmin=5.248442
Step11351  Qn=7.713e-06  pQn=5.112795  pQmin=5.248442
Step11352  Qn=9.827e-06  pQn=5.007576  pQmin=5.248442
Step11353  Qn=7.578e-06  pQn=5.120468  pQmin=5.248442
Step11354  Qn=7.902e-06  pQn=5.102281  pQmin=5.248442
Step11355  Qn=2.797e-05  pQn=4.553342  pQmin=5.248442
Step11356  Qn=7.711e-06  pQn=5.112881  pQmin=5.248442
Step11357  Qn=2.166e-05  pQn=4.664440  pQmin=5.248442
Step11358  Qn=1.058e-05  pQn=4.975649  pQmin=5.248442
Step11359  Qn=8.202e-06  pQn=5.086096  pQmin=5.248442
Step11360  Qn=8.319e-06  pQn=5.079939  pQmin=5.248442
Step11361  Qn=1.144e-05  pQn=4.941398  pQmin=5.248442
Step11362  Qn=8.413e-06  pQn=5.075045  pQmin=5.248442
Step11363  Qn=7.931e-06  pQn=5.100670  pQmin=5.248442
Step11364  Qn=2.052e-05  pQn=4.687842  pQmin=5.248442
Step11365  Qn=7.771e-06  pQn=5.109497  pQmin=5.248442
Step11366  Qn=8.690e-05  pQn=4.060963  pQmin=5.248442
Step11367  Qn=9.439e-05  pQn=4.025084  pQmin=5.248442
Step11368  Qn=7.973e-06  pQn=5.098386  pQmin=5.248442
Step11369  Qn=1.918e-05  pQn=4.717069  pQmin=5.248442
Step11370  Qn=1.019e-05  pQn=4.991614  pQmin=5.248442
Step11371  Qn=2.968e-05  pQn=4.527488  pQmin=5.248442
Step11372  Qn=7.868e-06  pQn=5.104127  pQmin=5.248442
Step11373  Qn=7.847e-06  pQn=5.105272  pQmin=5.248442
Step11374  Qn=7.585e-06  pQn=5.120022  pQmin=5.248442
Step11375  Qn=7.630e-06  pQn=5.117481  pQmin=5.248442
Step11376  Qn=1.533e-05  pQn=4.814406  pQmin=5.248442
Step11377  Qn=7.950e-06  pQn=5.099651  pQmin=5.248442
Step11378  Qn=9.581e-06  pQn=5.018610  pQmin=5.248442
Step11379  Qn=7.906e-06  pQn=5.102022  pQmin=5.248442
Step11380  Qn=8.014e-06  pQn=5.096176  pQmin=5.248442
Step11381  Qn=9.747e-06  pQn=5.011140  pQmin=5.248442
Step11382  Qn=7.937e-06  pQn=5.100356  pQmin=5.248442
Step11383  Qn=7.667e-06  pQn=5.115357  pQmin=5.248442
Step11384  Qn=1.756e-05  pQn=4.755549  pQmin=5.248442
Step11385  Qn=7.753e-06  pQn=5.110521  pQmin=5.248442
Step11386  Qn=8.490e-06  pQn=5.071113  pQmin=5.248442
Step11387  Qn=9.601e-05  pQn=4.017690  pQmin=5.248442
Step11388  Qn=8.576e-06  pQn=5.066700  pQmin=5.248442
Step11389  Qn=7.635e-06  pQn=5.117188  pQmin=5.248442
Step11390  Qn=7.586e-06  pQn=5.120005  pQmin=5.248442
Step11391  Qn=7.914e-06  pQn=5.101626  pQmin=5.248442
Step11392  Qn=9.259e-06  pQn=5.033426  pQmin=5.248442
Step11393  Qn=7.617e-06  pQn=5.118222  pQmin=5.248442
Step11394  Qn=8.084e-06  pQn=5.092388  pQmin=5.248442
Step11395  Qn=7.797e-06  pQn=5.108047  pQmin=5.248442
Step11396  Qn=8.001e-06  pQn=5.096832  pQmin=5.248442
Step11397  Qn=7.570e-06  pQn=5.120887  pQmin=5.248442
Step11398  Qn=8.350e-06  pQn=5.078330  pQmin=5.248442
Step11399  Qn=1.228e-05  pQn=4.910903  pQmin=5.248442
Step11400  Qn=7.844e-06  pQn=5.105478  pQmin=5.248442
Step11401  Qn=9.140e-06  pQn=5.039039  pQmin=5.248442
Step11402  Qn=8.174e-06  pQn=5.087589  pQmin=5.248442
Step11403  Qn=7.198e-05  pQn=4.142803  pQmin=5.248442
Step11404  Qn=8.152e-06  pQn=5.088715  pQmin=5.248442
Step11405  Qn=8.013e-06  pQn=5.096197  pQmin=5.248442
Step11406  Qn=7.604e-06  pQn=5.118951  pQmin=5.248442
Step11407  Qn=7.801e-06  pQn=5.107861  pQmin=5.248442
Step11408  Qn=2.322e-05  pQn=4.634163  pQmin=5.248442
Step11409  Qn=7.604e-06  pQn=5.118963  pQmin=5.248442
Step11410  Qn=8.398e-06  pQn=5.075835  pQmin=5.248442
Step11411  Qn=7.240e-06  pQn=5.140252  pQmin=5.248442
Step11412  Qn=8.214e-06  pQn=5.085424  pQmin=5.248442
Step11413  Qn=8.111e-06  pQn=5.090952  pQmin=5.248442
Step11414  Qn=7.679e-06  pQn=5.114721  pQmin=5.248442
Step11415  Qn=8.099e-06  pQn=5.091588  pQmin=5.248442
Step11416  Qn=8.408e-06  pQn=5.075331  pQmin=5.248442
Step11417  Qn=8.267e-06  pQn=5.082657  pQmin=5.248442
Step11418  Qn=7.867e-06  pQn=5.104184  pQmin=5.248442
Step11419  Qn=7.737e-06  pQn=5.111440  pQmin=5.248442
Step11420  Qn=1.195e-05  pQn=4.922502  pQmin=5.248442
Step11421  Qn=4.292e-05  pQn=4.367383  pQmin=5.248442
Step11422  Qn=1.951e-05  pQn=4.709716  pQmin=5.248442
Step11423  Qn=7.675e-06  pQn=5.114899  pQmin=5.248442
Step11424  Qn=7.975e-06  pQn=5.098260  pQmin=5.248442
Step11425  Qn=8.337e-06  pQn=5.078996  pQmin=5.248442
Step11426  Qn=1.514e-05  pQn=4.819929  pQmin=5.248442
Step11427  Qn=4.379e-05  pQn=4.358645  pQmin=5.248442
Step11428  Qn=6.930e-05  pQn=4.159272  pQmin=5.248442
Step11429  Qn=8.117e-06  pQn=5.090592  pQmin=5.248442
Step11430  Qn=7.888e-06  pQn=5.103038  pQmin=5.248442
Step11431  Qn=7.769e-06  pQn=5.109650  pQmin=5.248442
Step11432  Qn=7.861e-06  pQn=5.104502  pQmin=5.248442
Step11433  Qn=7.860e-06  pQn=5.104577  pQmin=5.248442
Step11434  Qn=8.281e-06  pQn=5.081937  pQmin=5.248442
Step11435  Qn=9.270e-06  pQn=5.032943  pQmin=5.248442
Step11436  Qn=1.996e-05  pQn=4.699783  pQmin=5.248442
Step11437  Qn=8.077e-06  pQn=5.092752  pQmin=5.248442
Step11438  Qn=9.236e-06  pQn=5.034521  pQmin=5.248442
Step11439  Qn=9.707e-05  pQn=4.012935  pQmin=5.248442
Step11440  Qn=7.836e-06  pQn=5.105889  pQmin=5.248442
Step11441  Qn=7.817e-06  pQn=5.106950  pQmin=5.248442
Step11442  Qn=7.829e-06  pQn=5.106302  pQmin=5.248442
Step11443  Qn=8.955e-05  pQn=4.047930  pQmin=5.248442
Step11444  Qn=7.678e-06  pQn=5.114754  pQmin=5.248442
Step11445  Qn=1.344e-05  pQn=4.871756  pQmin=5.248442
Step11446  Qn=1.218e-05  pQn=4.914362  pQmin=5.248442
Step11447  Qn=1.432e-05  pQn=4.843907  pQmin=5.248442
Step11448  Qn=7.764e-06  pQn=5.109925  pQmin=5.248442
Step11449  Qn=1.224e-05  pQn=4.912064  pQmin=5.248442
Step11450  Qn=2.183e-05  pQn=4.660954  pQmin=5.248442
