Time, s; Heat flow, Watt
5859.88204768300; 2.96401516586166e-05
5865.45353230834; 2.96328927547698e-05
5869.39450100064; 2.96269877630990e-05
5873.33545431495; 2.96217858189831e-05
5878.90708459914; 2.96230208134384e-05
5882.84790764749; 2.96285029881549e-05
5888.41953788698; 2.96395691355299e-05
5892.36049126089; 2.96440549637942e-05
5898.49959033727; 2.96483406096335e-05
5902.44041337072; 2.96472603666096e-05
5908.01204361022; 2.96446864334313e-05
5911.95299699902; 2.96413109128673e-05
5917.52462725341; 2.96357579843233e-05
5921.46545028687; 2.96364230525238e-05
5925.40654927492; 2.96376716197353e-05
5930.97803391516; 2.96384157560955e-05
5934.91900259257; 2.96397533000481e-05
5940.49048717320; 2.96375272826521e-05
5944.43158622086; 2.96343157002058e-05
5950.00307083130; 2.96270177566592e-05
5953.94403950870; 2.96217954360121e-05
5957.88499283790; 2.96172731844414e-05
5964.02409194409; 2.96139429043198e-05
5969.59557652473; 2.96148559365424e-05
5973.53654521704; 2.96131951352711e-05
5977.47749859095; 2.96110732514702e-05
5983.04912886024; 2.96077242391374e-05
5986.98995189369; 2.96047954528309e-05
5992.56158213317; 2.96017221943697e-05
5996.50253549219; 2.96011940233123e-05
6000.44350419939; 2.96013915958191e-05
6006.01498880982; 2.96011264449960e-05
6009.95608779788; 2.96014192144178e-05
6015.52757242322; 2.96015683160160e-05
6019.46854111552; 2.96005001518756e-05
6025.04002571106; 2.95985382770040e-05
6029.54859353602; 2.95961259605552e-05
6035.12007814646; 2.95924306258212e-05
6039.06104683876; 2.95899959483190e-05
6044.63253144920; 2.95867319410307e-05
6048.57363045216; 2.95839531888725e-05
6052.51445348561; 2.95814476717296e-05
6071.89404211939; 2.95616406508895e-05
6075.83499546350; 2.95584258866830e-05
6081.40662573278; 2.95490735540666e-05
6099.15540713072; 2.95430278615451e-05
6103.09650614857; 2.95429653724692e-05
6108.66799075902; 2.95515898375897e-05
6126.41691780090; 2.95478390864026e-05
6131.98840241134; 2.95515975284360e-05
