Summary
Name,"ACN~ACN-SuFEx-BSF-DBU-PhOH-8-5-20.rslt"
Start time,2020 авг 05 - 10:04
End time,2020 авг 09 - 17:46
Operator,"Alex"
Results file path,"C:\TAMIII-Results\SUFEX\ACN~ACN-SuFEx-BSF-DBU-PhOH-8-5-20.rslt"
General Experiment Info
Bath temperature,25°C
,Sample - Ch 1,Sample - Ch 1,Sample - Ch 1
Total mass,800mg,800mg,800mg
Name,"ACN ~ ACN-SuFEx-BSF-DBU-PhOH","ACN ~ ACN-SuFEx-BSF-DBU-PhOH","ACN ~ ACN-SuFEx-BSF-DBU-PhOH"
,Component - PhOH,Component - PhOH,Component - PhOH
Mass,1.88mg,1.88mg,1.88mg
Name,"PhOH","PhOH","PhOH"
Physical shape,"Liquid","Liquid","Liquid"
Preparation,"Solve","Solve","Solve"
,Component - ACN + BSF + DBU,Component - ACN + BSF + DBU,Component - ACN + BSF + DBU
Name,"ACN + BSF + DBU","ACN + BSF + DBU","ACN + BSF + DBU"

"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room pressure","Ampoule A Temperature","Ampoule B Temperature","Time markers"
-3962.58803129196,NaN,NaN,NaN,NaN,NaN,NaN,24.9997728467079,24.9997988224543,""
-3962.58698487282,24.9999996770553,NaN,NaN,NaN,NaN,NaN,24.9997728466003,24.9997988223466,""
-3962.23872256279,24.9999996770601,2.60632938607102E-10,NaN,1.38634541812288E-07,NaN,NaN,24.9997728107867,24.9997987865062,""
-3900.36838889122,24.9999996779257,1.46786971133043E-09,NaN,7.80781761345975E-07,NaN,NaN,24.9997664483478,24.9997924193003,""
-3869.25856781006,24.999999848758,1.20245029168786E-10,NaN,6.39601218982903E-08,NaN,NaN,24.9997696739725,24.9997956473726,""
-3838.14874649048,25.0000000196076,-1.24970628765197E-09,NaN,-6.64737387048919E-07,NaN,NaN,24.9997728995972,24.999798875445,""
-3807.0389251709,24.9999999717232,-2.74540091969368E-10,NaN,-1.46031963813493E-07,NaN,NaN,24.9997723190126,24.9997982928554,""
-3775.92910385132,24.999999923802,7.27568858317975E-10,NaN,3.87004711871263E-07,NaN,NaN,24.999771738428,24.9997977102658,""
-3744.81928253174,25.0000000073602,1.0587838592951E-09,NaN,5.63182903880373E-07,NaN,NaN,24.9997706439776,24.9997966148105,""
-3713.70946121216,25.0000000909493,1.3822463819295E-09,NaN,7.35237437196542E-07,NaN,NaN,24.9997695495273,24.9997955193553,""
-3682.59963989258,25.0000002012938,1.03367860920164E-09,NaN,5.4982904744768E-07,NaN,NaN,24.9997678744164,24.9997938432957,""
-3651.489818573,25.0000003116463,6.773004871515E-10,NaN,3.60266216569947E-07,NaN,NaN,24.9997661993054,24.999792167236,""
-3620.37999725342,25.0000002242187,-1.70524626867074E-10,NaN,-9.07045887590821E-08,NaN,NaN,24.9997569043798,24.9997828760726,""
-3589.27017593384,25.0000001367179,-1.02409407343754E-09,NaN,-5.44730890126349E-07,NaN,NaN,24.9997476094545,24.9997735849096,""
-3558.16035461426,25.0000000489577,-1.34790277291531E-09,NaN,-7.16969560061334E-07,NaN,NaN,24.9997485970777,24.9997745734238,""
-3527.05053329468,24.9999999611975,-1.66548402749866E-09,NaN,-8.85895759307798E-07,NaN,NaN,24.9997495847009,24.999775561938,""
-3495.9407119751,24.9999998744638,-1.89458891935058E-09,NaN,-1.00776006348435E-06,NaN,NaN,24.9997523595055,24.9997783402667,""
-3464.83089065552,24.9999997877306,-2.12264786105119E-09,NaN,-1.12906801119744E-06,NaN,NaN,24.99975513431,24.9997811185952,""
-3433.72106933594,24.9999997865248,-2.34039835668361E-09,NaN,-1.24489274291681E-06,NaN,NaN,24.9997544592706,24.9997804444115,""
-3402.61124801636,24.999999785368,-2.55802630117424E-09,NaN,-1.36065228785864E-06,NaN,NaN,24.9997537842312,24.9997797702277,""
-3371.50142669678,24.999999779504,-1.95791873525698E-09,NaN,-1.04144613577499E-06,NaN,NaN,24.9997529733436,24.9997789594043,""
-3340.3916053772,24.9999997736369,-1.34803510964107E-09,NaN,-7.17039951936738E-07,NaN,NaN,24.9997521624558,24.9997781485808,""
-3309.28178405762,24.999999934194,-1.6049119793034E-09,NaN,-8.53676584735854E-07,NaN,NaN,24.9997495241104,24.9997755109798,""
-3278.17196273804,25.0000000948687,-1.87220876069629E-09,NaN,-9.95855723774624E-07,NaN,NaN,24.9997468857652,24.9997728733788,""
-3247.06214141846,25.0000000509718,-1.66188463224731E-09,NaN,-8.83981187365588E-07,NaN,NaN,24.9997465020443,24.9997724888076,""
-3215.95232009888,25.0000000069166,-1.44578687450312E-09,NaN,-7.69035571544213E-07,NaN,NaN,24.9997461183238,24.9997721042369,""
