Summary
Name,"SuFEx-R1-BSF-2xPhOH-3-10-20.rslt"
Start time,2020 мар 10 - 14:19
End time,2020 мар 12 - 12:31
Operator,"Alex"
Results file path,"C:\TAMIII-Results\SUFEX\SuFEx-R1-BSF-2xPhOH-3-10-20.rslt"
General Experiment Info
Bath temperature,25°C
,Sample - Ch 1,Sample - Ch 1,Sample - Ch 1
Total mass,800mg,800mg,800mg
Name,"SuFEx-R1-BSF-2xPhOH","SuFEx-R1-BSF-2xPhOH","SuFEx-R1-BSF-2xPhOH"
,Component - PhOH,Component - PhOH,Component - PhOH
Mass,3.76mg,3.76mg,3.76mg
Name,"PhOH","PhOH","PhOH"
Physical shape,"Liquid","Liquid","Liquid"
,Component - DCM + BSF + DBU,Component - DCM + BSF + DBU,Component - DCM + BSF + DBU
Name,"DCM + BSF + DBU","DCM + BSF + DBU","DCM + BSF + DBU"

"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room Temperature","Ampoule A Temperature","Ampoule B Temperature","Time markers"
17262.1338984966,25.0000004022919,2.15486965857129E-05,0.392881471098577,0.00573103632598747,104.489752951749,28.8152708101551,25.0001584554081,24.9999466471643,""
17275.9892318249,25.0000001266554,2.15371127749511E-05,0.393179903633356,0.00572795552525294,104.569123306744,28.8059449256063,25.0001533695639,24.9999417157958,""
17289.8445651531,24.9999998295766,2.15264297032258E-05,0.393478291304273,0.00572511428277282,104.64848172986,28.8032822692718,25.0001482856399,24.9999367863442,""
17303.6998984814,24.9999999419582,2.15150234100167E-05,0.393776405333119,0.00572208069415337,104.72776737583,28.7956791842357,25.0001463693968,24.9999350193322,""
17317.5552318096,25.0000000758093,2.1503528102257E-05,0.394074485681928,0.00571902343145133,104.807044064343,28.7826396808399,25.0001444539172,24.9999332530849,""
17331.4105651379,24.9999998340712,2.1489514327964E-05,0.394372247538115,0.0057152963638202,104.886236047371,28.7719166590873,25.0001442187026,24.9999331700107,""
17345.2658984661,24.9999995725456,2.14751898912696E-05,0.394669970107029,0.00571148667321001,104.965417581657,28.7637426799573,25.0001439833241,24.9999330867726,""
17359.1212317944,24.9999998138621,2.14593121719319E-05,0.394967317847727,0.00570726387551379,105.044499427587,28.7528068834152,25.0001432065301,24.999932462021,""
17372.9765651226,25.0000000817964,2.14432424247689E-05,0.3952646192495,0.00570299000658746,105.123568949335,28.7388319994188,25.0001424296182,24.999931837152,""
17386.8318984509,25.0000001521866,2.14269430191232E-05,0.395561521213569,0.00569865505827745,105.202532237651,28.7389560208917,25.0001408719825,24.9999304349982,""
