Time, s; Heat flow, Watt
6047.88576364517; 3.16307339924093e-05
6075.50168037415; 3.16003268306012e-05
6103.11759710312; 3.15885395717526e-05
6130.73351383209; 3.15760836667857e-05
6158.34943056107; 3.15571756102183e-05
6185.96534729004; 3.15365436101375e-05
6213.58126401901; 3.14992621162000e-05
6241.19718074799; 3.14625763830726e-05
6268.81309747696; 3.14316492909302e-05
6296.42901420593; 3.14009913503733e-05
6324.04493093491; 3.13729372558206e-05
6351.66084766388; 3.13447478418260e-05
6379.27676439285; 3.13152481931556e-05
6406.89268112183; 3.12875048490027e-05
6434.50859785080; 3.12767815028171e-05
6462.12451457977; 3.12659225879643e-05
6489.74043130875; 3.12537487811684e-05
6517.35634803772; 3.12403025729456e-05
6544.97226476669; 3.12145046800703e-05
6572.58818149567; 3.11868442896523e-05
6600.20409822464; 3.11410884518587e-05
6627.82001495361; 3.10962334328165e-05
6655.43593168259; 3.10601379852622e-05
6683.05184841156; 3.10269533147120e-05
6710.66776514053; 3.10220973324082e-05
6738.28368186951; 3.10161274046863e-05
6765.89959859848; 3.09993068761272e-05
6793.51551532745; 3.09815323852246e-05
6821.13143205643; 3.09544576637972e-05
6848.74734878540; 3.09287067104524e-05
6876.36326551437; 3.09158723299680e-05
6903.97918224335; 3.09022302361699e-05
6931.59509897232; 3.08807001630925e-05
6959.21101570129; 3.08579333257580e-05
6986.82693243027; 3.08230780881121e-05
7014.44284915924; 3.07873016344920e-05
7042.05876588821; 3.07425132673002e-05
7069.67468261719; 3.06989387948288e-05
7097.29059934616; 3.06672496317739e-05
7124.90651607513; 3.06364097768431e-05
7152.52243280411; 3.06138927116439e-05
7180.13834953308; 3.05922912464605e-05
7207.75426626205; 3.05796699371091e-05
7235.37018299103; 3.05665495289826e-05
7262.98609972000; 3.05485297616006e-05
7290.60201644897; 3.05303561429143e-05
7318.21793317795; 3.05106709519149e-05
7345.83384990692; 3.04895133273872e-05
7373.44976663589; 3.04538766993730e-05
7401.06568336487; 3.04170129502487e-05
7428.68160009384; 3.03680720112333e-05
7456.29751682281; 3.03198493887058e-05
7483.91343355179; 3.02787024767586e-05
7511.52935028076; 3.02410109513335e-05
7539.14526700974; 3.02373858797843e-05
7566.76118373871; 3.02332330961093e-05
7594.37710046768; 3.02238731196597e-05
