Summary
Name,"SuFEx-R1-BSF-T25-1-29-20.rslt"
Start time,2020 янв 29 - 11:14
End time,2020 янв 30 - 14:13
Operator,"Alex"
Results file path,"C:\TAMIII-Results\SUFEX\SuFEx-R1-BSF-T25-1-29-20.rslt"
General Experiment Info
Bath temperature,25°C
,Sample - Ch 1,Sample - Ch 1,Sample - Ch 1
Total mass,800mg,800mg,800mg
Name,"SuFEx-R1-BSF-T25","SuFEx-R1-BSF-T25","SuFEx-R1-BSF-T25"
,Component - PhOH,Component - PhOH,Component - PhOH
Mass,1.88mg,1.88mg,1.88mg
Name,"PhOH","PhOH","PhOH"
Physical shape,"Liquid","Liquid","Liquid"
,Component - DCM+DSF+DBU,Component - DCM+DSF+DBU,Component - DCM+DSF+DBU
Name,"DCM+DSF+DBU","DCM+DSF+DBU","DCM+DSF+DBU"

"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room Temperature","Ampoule A Temperature","Ampoule B Temperature","Time markers"
-2472.74358940125,NaN,NaN,NaN,NaN,NaN,NaN,24.999991385368,24.9999673262978,""
-2472.74311923981,24.9999994134715,NaN,NaN,NaN,NaN,NaN,24.999991385386,24.9999673263163,""
-2472.1731338501,24.9999994343332,-9.37080263166896E-08,NaN,-4.9844694849303E-05,NaN,NaN,24.9999914072205,24.9999673488253,""
-2470.92727708817,24.9999994799321,-9.34885690228373E-08,NaN,-4.97279622461901E-05,NaN,28.1155670859006,24.9999914549458,24.9999673980246,""
-2456.55559372902,25.0000000059418,-9.09570013222234E-08,NaN,-4.83813836820337E-05,NaN,28.0726052636401,24.9999920054845,24.9999679655676,""
-2448.46159601212,24.9999996707335,-8.9710046962628E-08,NaN,-4.77181100865043E-05,NaN,28.025340816522,24.9999921234618,24.9999680925846,""
-2440.36759805679,24.9999993354151,-8.84766711632999E-08,NaN,-4.70620591294149E-05,NaN,27.9713987454251,24.9999922414391,24.9999682196016,""
-2432.27360010147,24.9999997270539,-8.74636242326941E-08,NaN,-4.65232043790926E-05,NaN,27.9441477602458,24.9999926791389,24.9999686626285,""
-2424.17960214615,25.0000001189038,-8.646733603465E-08,NaN,-4.59932638482181E-05,NaN,27.9246266197023,24.9999931168387,24.9999691056553,""
-2416.08560419083,24.9999998330542,-8.52025534992951E-08,NaN,-4.53205071804761E-05,NaN,27.9243657207602,24.9999935040292,24.9999694962321,""
-2407.9916062355,24.999999546929,-8.39173164869553E-08,NaN,-4.46368704717847E-05,NaN,27.9296853197377,24.9999938912196,24.9999698868088,""
-2399.89760828018,25.0000000375485,-8.24634888718138E-08,NaN,-4.38635579105392E-05,NaN,27.9596103314725,24.9999922997389,24.9999683027044,""
-2391.80361032486,25.0000005285742,-8.09967974540789E-08,NaN,-4.30834029011058E-05,NaN,27.9966679526682,24.9999907082581,24.9999667185997,""
