Summary
Name,"ACN~ACN-SuFEx-BSF-DBU-PhOH-8-5-20.rslt"
Start time,2020 авг 05 - 10:04
End time,2020 авг 09 - 17:46
Operator,"Alex"
Results file path,"C:\TAMIII-Results\SUFEX\ACN~ACN-SuFEx-BSF-DBU-PhOH-8-5-20.rslt"
General Experiment Info
Bath temperature,25°C
,Sample - Ch 1,Sample - Ch 1,Sample - Ch 1
Total mass,800mg,800mg,800mg
Name,"ACN ~ ACN-SuFEx-BSF-DBU-PhOH","ACN ~ ACN-SuFEx-BSF-DBU-PhOH","ACN ~ ACN-SuFEx-BSF-DBU-PhOH"
,Component - PhOH,Component - PhOH,Component - PhOH
Mass,1.88mg,1.88mg,1.88mg
Name,"PhOH","PhOH","PhOH"
Physical shape,"Liquid","Liquid","Liquid"
Preparation,"Solve","Solve","Solve"
,Component - ACN + BSF + DBU,Component - ACN + BSF + DBU,Component - ACN + BSF + DBU
Name,"ACN + BSF + DBU","ACN + BSF + DBU","ACN + BSF + DBU"

"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room pressure","Ampoule A Temperature","Ampoule B Temperature","Time markers"
-3962.58803129196,NaN,NaN,NaN,NaN,NaN,NaN,24.9997728467079,24.9997988224543,""
-3962.58698487282,24.9999996770553,NaN,NaN,NaN,NaN,NaN,24.9997728466003,24.9997988223466,""
-3962.23872256279,24.9999996770601,6.12300184436594E-08,NaN,3.25691587466274E-05,NaN,NaN,24.9997728107867,24.9997987865062,""
-3900.36838889122,24.9999996779257,5.8080086231095E-08,NaN,3.08936628888803E-05,NaN,NaN,24.9997664483478,24.9997924193003,""
-3869.25856781006,24.999999848758,5.45415771701252E-08,NaN,2.90114772181517E-05,NaN,NaN,24.9997696739725,24.9997956473726,""
-3838.14874649048,25.0000000196076,5.09807414577059E-08,NaN,2.71174156689925E-05,NaN,NaN,24.9997728995972,24.999798875445,""
-3807.0389251709,24.9999999717232,4.976502325779E-08,NaN,2.64707570520159E-05,NaN,NaN,24.9997723190126,24.9997982928554,""
-3775.92910385132,24.999999923802,4.85762478124787E-08,NaN,2.58384296874887E-05,NaN,NaN,24.999771738428,24.9997977102658,""
-3744.81928253174,25.0000000073602,4.67165784178573E-08,NaN,2.48492438392858E-05,NaN,NaN,24.9997706439776,24.9997966148105,""
-3713.70946121216,25.0000000909493,4.48491565448931E-08,NaN,2.385593433239E-05,NaN,NaN,24.9997695495273,24.9997955193553,""
-3682.59963989258,25.0000002012938,4.23097043765667E-08,NaN,2.25051619024291E-05,NaN,NaN,24.9997678744164,24.9997938432957,""
-3651.489818573,25.0000003116463,3.9762441858918E-08,NaN,2.11502350313394E-05,NaN,NaN,24.9997661993054,24.999792167236,""
-3620.37999725342,25.0000002242187,3.67237323493009E-08,NaN,1.95339001857983E-05,NaN,NaN,24.9997569043798,24.9997828760726,""
-3589.27017593384,25.0000001367179,3.36792785071319E-08,NaN,1.79145098442191E-05,NaN,NaN,24.9997476094545,24.9997735849096,""
-3558.16035461426,25.0000000489577,3.11645854120555E-08,NaN,1.65769071340721E-05,NaN,NaN,24.9997485970777,24.9997745734238,""
-3527.05053329468,24.9999999611975,2.86561197618736E-08,NaN,1.52426168946136E-05,NaN,NaN,24.9997495847009,24.999775561938,""
-3495.9407119751,24.9999998744638,2.62361304744231E-08,NaN,1.39553885502251E-05,NaN,NaN,24.9997523595055,24.9997783402667,""
-3464.83089065552,24.9999997877306,2.3817187137124E-08,NaN,1.26687165623E-05,NaN,NaN,24.99975513431,24.9997811185952,""
-3433.72106933594,24.9999997865248,2.1408552245893E-08,NaN,1.13875277903686E-05,NaN,NaN,24.9997544592706,24.9997804444115,""
-3402.61124801636,24.999999785368,1.90000399058038E-08,NaN,1.01064042052148E-05,NaN,NaN,24.9997537842312,24.9997797702277,""
-3371.50142669678,24.999999779504,1.74092630761225E-08,NaN,9.26024631708644E-06,NaN,NaN,24.9997529733436,24.9997789594043,""
-3340.3916053772,24.9999997736369,1.58282623061398E-08,NaN,8.41928846071269E-06,NaN,NaN,24.9997521624558,24.9997781485808,""
-3309.28178405762,24.999999934194,1.33805010408789E-08,NaN,7.11728778770157E-06,NaN,NaN,24.9997495241104,24.9997755109798,""
-3278.17196273804,25.0000000948687,1.09223198638875E-08,NaN,5.8097446084508E-06,NaN,NaN,24.9997468857652,24.9997728733788,""
-3247.06214141846,25.0000000509718,8.94175959673793E-09,NaN,4.75625510464784E-06,NaN,NaN,24.9997465020443,24.9997724888076,""
-3215.95232009888,25.0000000069166,6.96697295888356E-09,NaN,3.70583668025721E-06,NaN,NaN,24.9997461183238,24.9997721042369,""
