Time, s; Heat flow, Watt
1690.93333959579; 1.36731202793828e-05
1705.14286351204; 1.36685436563624e-05
1719.35238742828; 1.36629063832647e-05
1733.56191134453; 1.36522592589522e-05
1747.77143526077; 1.36421566638308e-05
1761.98095893860; 1.36346279100433e-05
1776.19048261642; 1.36289588725561e-05
1790.40000653267; 1.36320864463480e-05
1804.60953044891; 1.36358079981344e-05
1818.81905436516; 1.36423411091230e-05
1833.02857828140; 1.36482462792997e-05
1847.23810219765; 1.36511770188336e-05
1861.44762611389; 1.36542428148703e-05
1875.65714979172; 1.36579488011439e-05
1889.86667346954; 1.36625426581793e-05
1904.07619738579; 1.36713481630204e-05
1918.28572130203; 1.36796123502598e-05
1932.49524521828; 1.36853069514064e-05
1946.70476913452; 1.36912117081176e-05
1960.91429305077; 1.36981147642048e-05
1975.12381696701; 1.37044006016084e-05
1989.33334088326; 1.37077523857422e-05
2003.54286479950; 1.37114147212234e-05
2017.75238847733; 1.37165543660344e-05
2031.96191215515; 1.37211252346103e-05
2046.17143607140; 1.37229884758487e-05
2060.38095998764; 1.37252744175826e-05
2074.59048390388; 1.37295740356915e-05
2088.80000782013; 1.37349572727943e-05
2103.00953173637; 1.37455063757816e-05
2117.21905565262; 1.37539460118662e-05
2131.42857933044; 1.37523221496665e-05
2145.63810300827; 1.37534052737560e-05
2159.84762692451; 1.37674116645743e-05
2174.05715084076; 1.37833539818196e-05
2188.26667475700; 1.38085450925806e-05
2202.47619867325; 1.38325533322765e-05
2216.68572258949; 1.38509064259698e-05
2230.89524650574; 1.38675707461498e-05
2245.10477018356; 1.38761554980925e-05
2259.31429386139; 1.38851735895347e-05
2273.52381777763; 1.38962663824452e-05
2287.73334169388; 1.39076980743587e-05
2301.94286561012; 1.39207534753225e-05
2316.15238952637; 1.39343949289929e-05
2330.36191344261; 1.39508462470206e-05
2344.57143735886; 1.39675528417824e-05
2358.78096103668; 1.39854842520101e-05
2372.99048471451; 1.40034296910770e-05
2387.20000863075; 1.40214424889468e-05
2401.40953254700; 1.40388918960079e-05
2415.61905646324; 1.40536342819728e-05
2429.82858037949; 1.40676614142587e-05
2444.03810429573; 1.40782493790617e-05
2458.24762821198; 1.40887039033935e-05
2472.45715188980; 1.40985163429198e-05
2486.66667556763; 1.41082738089564e-05
2500.87619948387; 1.41177665655161e-05
2515.08572340012; 1.41280226418404e-05
2529.29524731636; 1.41419569126809e-05
2543.50477123261; 1.41560269071555e-05
2557.71429514885; 1.41707513804471e-05
2571.92381906509; 1.41821254851526e-05
2586.13334298134; 1.41773320187611e-05
2600.34286689758; 1.41758218678339e-05
2614.55239057541; 1.41901671102774e-05
2628.76191425323; 1.42050644253330e-05
2642.97143816948; 1.42226296624110e-05
2657.18096208572; 1.42400124663291e-05
2671.39048600197; 1.42565130171530e-05
2685.60000991821; 1.42722349154013e-05
2699.80953383446; 1.42841885112225e-05
2714.01905775070; 1.42960708234946e-05
2728.22858142853; 1.43076079090488e-05
2742.43810510635; 1.43188089923959e-05
2756.64762902260; 1.43283816424007e-05
2770.85715293884; 1.43386032230653e-05
2785.06667685509; 1.43519721122194e-05
2799.27620077133; 1.43650542785337e-05
2813.48572468758; 1.43767448379593e-05
2827.69524860382; 1.43878083842089e-05
2841.90477228165; 1.43958265302273e-05
2856.11429595947; 1.44047133597174e-05
2870.32381987572; 1.44178224287862e-05
2884.53334379196; 1.44309241780321e-05
2898.74286770821; 1.44439903235417e-05
2912.95239162445; 1.44565711980382e-05
2927.16191554070; 1.44667900000774e-05
2941.37143945694; 1.44772205257017e-05
2955.58096313477; 1.44886823679791e-05
2969.79048681259; 1.45004998222918e-05
2984.00001072884; 1.45140507358313e-05
2998.20953464508; 1.45270836634808e-05
3012.41905856133; 1.45375897998561e-05
3026.62858247757; 1.45473514526136e-05
3040.83810639381; 1.45534788035690e-05
3055.04763031006; 1.45597178513510e-05
3069.25715422630; 1.45665025580863e-05
3083.46667814255; 1.45732856583900e-05
3097.67620182037; 1.45800609051848e-05
3111.88572549820; 1.45853239385860e-05
3126.09524941444; 1.45831888192398e-05
3140.30477333069; 1.45850870619803e-05
3154.51429724693; 1.46067319120990e-05
3168.72382116318; 1.46273216033712e-05
3182.93334507942; 1.46427416780538e-05
3197.14286899567; 1.46571060145181e-05
3211.35239267349; 1.46662941389706e-05
3225.56191635132; 1.46750149798290e-05
3239.77144026756; 1.46814430959290e-05
3253.98096418381; 1.46878768989672e-05
3268.19048810005; 1.46943386252316e-05
3282.40001201630; 1.47005220261553e-05
3296.60953593254; 1.47053378379257e-05
3310.81905984879; 1.47104998055187e-05
3325.02858352661; 1.47173638943031e-05
3339.23810720444; 1.47252851590602e-05
3353.44763112068; 1.47384085680058e-05
3367.65715503693; 1.47507751268110e-05
3381.86667895317; 1.47594146700284e-05
3396.07620286942; 1.47681190364477e-05
3410.28572678566; 1.47771428494289e-05
3424.49525070190; 1.47843511119625e-05
3438.70477437973; 1.47826058786179e-05
3452.91429805756; 1.47813541114059e-05
3467.12382197380; 1.47825376780199e-05
3481.33334589005; 1.47842370154375e-05
3495.54286980629; 1.47884836217605e-05
3509.75239372253; 1.47937554943019e-05
3523.96191763878; 1.48040946091801e-05
3538.17144155502; 1.48149914278357e-05
3552.38096547127; 1.48286466373506e-05
3566.59048938751; 1.48415837913263e-05
3580.80001306534; 1.48509668618505e-05
3595.00953674316; 1.48604534499936e-05
3609.21906065941; 1.48704527833049e-05
3623.42858457565; 1.48805304510721e-05
3637.63810849190; 1.48909964101345e-05
3651.84763240814; 1.49014874478665e-05
3666.05715632439; 1.49121028875309e-05
3680.26668024063; 1.49230551676538e-05
3694.47620391846; 1.49356795573717e-05
3708.68572759628; 1.49455585866722e-05
3722.89525151253; 1.49417993822864e-05
3737.10477542877; 1.49401035853588e-05
