Time, s; Heat flow, Watt
1170.55198669434; 2.40805310188028e-05
1180.32648658752; 2.38640872657719e-05
1190.10098648071; 2.36579362953977e-05
1199.87548637390; 2.34943283373308e-05
1209.64998626709; 2.33419702627966e-05
1219.42448616028; 2.32221338409261e-05
1229.19898605347; 2.31109088284157e-05
1238.97348594666; 2.30167502639964e-05
1248.74798583984; 2.29271167791597e-05
1258.52248573303; 2.28483972536228e-05
1268.29698562622; 2.27725753808510e-05
1278.07148551941; 2.26975358246611e-05
1287.84598541260; 2.26227042511150e-05
1297.62048530579; 2.25408440701760e-05
1307.39498519897; 2.24571128026845e-05
1317.16948509216; 2.23803214243737e-05
1326.94398498535; 2.23053799823739e-05
1336.71848487854; 2.22499277189581e-05
1346.49298477173; 2.21996775349571e-05
1356.26748466492; 2.21699333562606e-05
1366.04198455811; 2.21456699680300e-05
1375.81648445129; 2.21333995826296e-05
1385.59098434448; 2.21243389263236e-05
1395.36548423767; 2.21208904877371e-05
1405.13998413086; 2.21189460661825e-05
1414.91448402405; 2.21130389662947e-05
1424.68898391724; 2.21060684962080e-05
1434.46348381042; 2.20907340143432e-05
1444.23798370361; 2.20731520970877e-05
1454.01248359680; 2.20568982085825e-05
1463.78698348999; 2.20410016394755e-05
1473.56148338318; 2.20352429434557e-05
1483.33598327637; 2.20322155637586e-05
1493.11048316956; 2.20384047337863e-05
1502.88498306274; 2.20470802933971e-05
1512.65948295593; 2.20595708122100e-05
1522.43398284912; 2.20730918735625e-05
1532.20848274231; 2.20865276701020e-05
1541.98298263550; 2.20999404033872e-05
1551.75748252869; 2.21139221738552e-05
1561.53198242188; 2.21280580667129e-05
1571.30648231506; 2.21289584444329e-05
1581.08098220825; 2.21262692739996e-05
1590.85548210144; 2.21229904227083e-05
1600.62998199463; 2.21195514352461e-05
1610.40448188782; 2.21217444215487e-05
1620.17898178101; 2.21254688690959e-05
1629.95348167419; 2.21437627771333e-05
1639.72798156738; 2.21660236784697e-05
1649.50248146057; 2.21950908902030e-05
1659.27698135376; 2.22260137767026e-05
1669.05148124695; 2.22569198220156e-05
1678.82598114014; 2.22878212696929e-05
1688.60048103333; 2.23159817062535e-05
1698.37498092651; 2.23433928631036e-05
1708.14948081970; 2.23687871890151e-05
1717.92398071289; 2.23936294711775e-05
1727.69848060608; 2.24076794181477e-05
1737.47298049927; 2.24187714215211e-05
1747.24748039246; 2.24215903336387e-05
1757.02198028564; 2.24221387941479e-05
1766.79648017883; 2.24261689758382e-05
