Time, s; Heat flow, Watt
2072.99582767487; 2.84513145804673e-05
2094.02378606796; 2.84842514504384e-05
2115.05174446106; 2.85206789109628e-05
2136.07970285416; 2.85571652259934e-05
2157.10766124725; 2.85935808170940e-05
2178.13561964035; 2.86299952107990e-05
2199.16357803345; 2.86648591370703e-05
2220.19153642654; 2.86996967050316e-05
2241.21949481964; 2.87301432584510e-05
2262.24745321274; 2.87605148576513e-05
2283.27541160584; 2.87922183709018e-05
2304.30336999893; 2.88239447126175e-05
2325.33132839203; 2.88543381006012e-05
2346.35928678513; 2.88847085493861e-05
2367.38724517822; 2.89186400956504e-05
2388.41520357132; 2.89526331741248e-05
2409.44316196442; 2.89865287984911e-05
2430.47112035751; 2.90204227321527e-05
2451.49907875061; 2.90523594775939e-05
2472.52703714371; 2.90842621318522e-05
2493.55499553680; 2.91137222433577e-05
2514.58295392990; 2.91431396392056e-05
2535.61091232300; 2.91728842684337e-05
2556.63887071610; 2.92026346432040e-05
2577.66682910919; 2.92346143723758e-05
2598.69478750229; 2.92666333999046e-05
2619.72274589539; 2.93030898008645e-05
2640.75070428848; 2.93396247320508e-05
2661.77866268158; 2.93721346758160e-05
2682.80662107468; 2.94045731067144e-05
2703.83457946777; 2.94359931698947e-05
2724.86253786087; 2.94673950684309e-05
2745.89049625397; 2.95010287538112e-05
2766.91845464706; 2.95347024033704e-05
2787.94641304016; 2.95669251436777e-05
2808.97437143326; 2.95991218015424e-05
2830.00232982636; 2.96279664273433e-05
2851.03028821945; 2.96567505609417e-05
2872.05824661255; 2.96884561894235e-05
2893.08620500565; 2.97202147444231e-05
2914.11416339874; 2.97541080907601e-05
2935.14212179184; 2.97880402605929e-05
2956.17008018494; 2.98206747714004e-05
2977.19803857803; 2.98532855922464e-05
2998.22599697113; 2.98883350201149e-05
3019.25395536423; 2.99234291373599e-05
3040.28191375732; 2.99548036981798e-05
3061.30987215042; 2.99861098353914e-05
3082.33783054352; 3.00146455169852e-05
3103.36578893662; 3.00431300406913e-05
3124.39374732971; 3.00703312477407e-05
3145.42170572281; 3.00975086680156e-05
3166.44966411591; 3.01260981542879e-05
3187.47762250900; 3.01547139124362e-05
3208.50558090210; 3.01836887255630e-05
3229.53353929520; 3.02126702441066e-05
3250.56149768829; 3.02391684656998e-05
