[1] "Exp-Zero"        "9.697245e-05"    "4.877849e-06"    "1.761698e-04"   
[5] "2.487360e-01"    "5.653460e-01"    "SUFEX-Model2.R0"
Nelder-Mead Opt
pQ0=4.578e+00
Step13560  Qn=2.440e-05  pQn=4.612563  pQmin=5.045258
Step13561  Qn=9.220e-06  pQn=5.035255  pQmin=5.045258
Step13562  Qn=1.030e-05  pQn=4.987202  pQmin=5.045258
Step13563  Qn=1.545e-05  pQn=4.810986  pQmin=5.045258
Step13564  Qn=2.466e-05  pQn=4.607932  pQmin=5.045258
Step13565  Qn=1.357e-05  pQn=4.867405  pQmin=5.045258
Step13566  Qn=1.141e-05  pQn=4.942664  pQmin=5.045258
Step13567  Qn=9.834e-06  pQn=5.007267  pQmin=5.045258
Step13568  Qn=1.095e-05  pQn=4.960639  pQmin=5.045258
Step13569  Qn=1.602e-05  pQn=4.795425  pQmin=5.045258
Step13570  Qn=2.156e-05  pQn=4.666300  pQmin=5.045258
Step13571  Qn=1.236e-05  pQn=4.908031  pQmin=5.045258
Step13572  Qn=2.673e-05  pQn=4.572965  pQmin=5.045258
Step13573  Qn=1.165e-05  pQn=4.933853  pQmin=5.045258
Step13574  Qn=1.310e-05  pQn=4.882720  pQmin=5.045258
Step13575  Qn=1.384e-05  pQn=4.858711  pQmin=5.045258
Step13576  Qn=1.083e-05  pQn=4.965447  pQmin=5.045258
Step13577  Qn=9.770e-06  pQn=5.010091  pQmin=5.045258
Step13578  Qn=1.208e-05  pQn=4.917864  pQmin=5.045258
Step13579  Qn=1.122e-05  pQn=4.949953  pQmin=5.045258
Step13580  Qn=9.771e-06  pQn=5.010041  pQmin=5.045258
Step13581  Qn=9.770e-06  pQn=5.010115  pQmin=5.045258
Step13582  Qn=3.560e-05  pQn=4.448554  pQmin=5.045258
Step13583  Qn=1.276e-05  pQn=4.894090  pQmin=5.045258
Step13584  Qn=1.103e-05  pQn=4.957248  pQmin=5.045258
Step13585  Qn=9.351e-06  pQn=5.029146  pQmin=5.045258
Step13586  Qn=9.017e-06  pQn=5.044961  pQmin=5.045258
Step13587  Qn=1.410e-05  pQn=4.850759  pQmin=5.045258
Step13588  Qn=1.460e-05  pQn=4.835626  pQmin=5.045258
Step13589  Qn=9.010e-06  pQn=5.045257  pQmin=5.045258
Step13590  Qn=3.433e-05  pQn=4.464376  pQmin=5.045258
Step13591  Qn=1.029e-05  pQn=4.987384  pQmin=5.045258
Step13592  Qn=1.886e-05  pQn=4.724453  pQmin=5.045258
Step13593  Qn=1.056e-05  pQn=4.976347  pQmin=5.045258
Step13594  Qn=1.985e-05  pQn=4.702172  pQmin=5.045258
Step13595  Qn=1.903e-05  pQn=4.720672  pQmin=5.045258
Step13596  Qn=9.183e-06  pQn=5.037026  pQmin=5.045258
Step13597  Qn=2.138e-05  pQn=4.670014  pQmin=5.045258
Step13598  Qn=2.313e-05  pQn=4.635789  pQmin=5.045258
Step13599  Qn=1.496e-05  pQn=4.824955  pQmin=5.045258
Step13600  Qn=1.214e-05  pQn=4.915609  pQmin=5.045258
Step13601  Qn=1.007e-05  pQn=4.996856  pQmin=5.045258
Step13602  Qn=9.220e-06  pQn=5.035272  pQmin=5.045258
Step13603  Qn=1.138e-05  pQn=4.943699  pQmin=5.045258
Step13604  Qn=1.748e-05  pQn=4.757533  pQmin=5.045258
Step13605  Qn=1.972e-05  pQn=4.705061  pQmin=5.045258
Step13606  Qn=1.419e-05  pQn=4.848165  pQmin=5.045258
Step13607  Qn=1.229e-05  pQn=4.910295  pQmin=5.045258
Step13608  Qn=9.384e-06  pQn=5.027591  pQmin=5.045258
Step13609  Qn=4.162e-05  pQn=4.380698  pQmin=5.045258
Step13610  Qn=2.016e-05  pQn=4.695528  pQmin=5.045258
Step13611  Qn=1.564e-05  pQn=4.805817  pQmin=5.045258
Step13612  Qn=1.893e-05  pQn=4.722843  pQmin=5.045258
Step13613  Qn=1.381e-05  pQn=4.859869  pQmin=5.045258
Step13614  Qn=1.200e-05  pQn=4.920688  pQmin=5.045258
Step13615  Qn=9.142e-06  pQn=5.038978  pQmin=5.045258
Step13616  Qn=9.636e-06  pQn=5.016103  pQmin=5.045258
Step13617  Qn=1.029e-05  pQn=4.987461  pQmin=5.045258
Step13618  Qn=4.184e-05  pQn=4.378389  pQmin=5.045258
Step13619  Qn=1.480e-05  pQn=4.829597  pQmin=5.045258
Step13620  Qn=1.307e-05  pQn=4.883604  pQmin=5.045258
Step13621  Qn=9.275e-06  pQn=5.032677  pQmin=5.045258
Step13622  Qn=9.927e-06  pQn=5.003166  pQmin=5.045258
Step13623  Qn=1.317e-05  pQn=4.880544  pQmin=5.045258
Step13624  Qn=1.208e-05  pQn=4.917758  pQmin=5.045258
Step13625  Qn=9.056e-06  pQn=5.043084  pQmin=5.045258
Step13626  Qn=9.231e-06  pQn=5.034733  pQmin=5.045258
Step13627  Qn=9.367e-06  pQn=5.028417  pQmin=5.045258
Step13628  Qn=1.594e-05  pQn=4.797408  pQmin=5.045258
Step13629  Qn=1.188e-05  pQn=4.925160  pQmin=5.045258
Step13630  Qn=9.137e-06  pQn=5.039205  pQmin=5.045258
Step13631  Qn=1.276e-05  pQn=4.894079  pQmin=5.045258
Step13632  Qn=9.918e-06  pQn=5.003590  pQmin=5.045258
Step13633  Qn=9.018e-06  pQn=5.044901  pQmin=5.045258
Step13634  Qn=1.310e-05  pQn=4.882695  pQmin=5.045258
Step13635  Qn=9.665e-06  pQn=5.014802  pQmin=5.045258
Step13636  Qn=1.837e-05  pQn=4.735891  pQmin=5.045258
Step13637  Qn=1.485e-05  pQn=4.828367  pQmin=5.045258
Step13638  Qn=1.353e-05  pQn=4.868778  pQmin=5.045258
Step13639  Qn=9.190e-06  pQn=5.036665  pQmin=5.045258
Step13640  Qn=9.412e-06  pQn=5.026323  pQmin=5.045258
Step13641  Qn=2.616e-05  pQn=4.582299  pQmin=5.045258
Step13642  Qn=9.775e-06  pQn=5.009900  pQmin=5.045258
Step13643  Qn=1.465e-05  pQn=4.834132  pQmin=5.045258
Step13644  Qn=1.506e-05  pQn=4.822229  pQmin=5.045258
Step13645  Qn=1.533e-05  pQn=4.814586  pQmin=5.045258
Step13646  Qn=9.407e-06  pQn=5.026530  pQmin=5.045258
Step13647  Qn=9.828e-06  pQn=5.007556  pQmin=5.045258
Step13648  Qn=1.389e-05  pQn=4.857306  pQmin=5.045258
Step13649  Qn=9.038e-06  pQn=5.043912  pQmin=5.045258
Step13650  Qn=1.428e-05  pQn=4.845213  pQmin=5.045258
Step13651  Qn=9.584e-06  pQn=5.018452  pQmin=5.045258
Step13652  Qn=1.265e-05  pQn=4.897764  pQmin=5.045258
Step13653  Qn=1.588e-05  pQn=4.799264  pQmin=5.045258
Step13654  Qn=1.013e-05  pQn=4.994424  pQmin=5.045258
Step13655  Qn=1.066e-05  pQn=4.972201  pQmin=5.045258
Step13656  Qn=1.230e-05  pQn=4.910116  pQmin=5.045258
Step13657  Qn=1.285e-05  pQn=4.891162  pQmin=5.045258
Step13658  Qn=1.252e-05  pQn=4.902381  pQmin=5.045258
Step13659  Qn=1.823e-05  pQn=4.739227  pQmin=5.045258
Step13660  Qn=9.485e-06  pQn=5.022955  pQmin=5.045258
Step13661  Qn=9.384e-06  pQn=5.027597  pQmin=5.045258
Step13662  Qn=1.496e-05  pQn=4.824981  pQmin=5.045258
Step13663  Qn=1.563e-05  pQn=4.806122  pQmin=5.045258
Step13664  Qn=1.748e-05  pQn=4.757534  pQmin=5.045258
Step13665  Qn=1.475e-05  pQn=4.831230  pQmin=5.045258
Step13666  Qn=1.569e-05  pQn=4.804323  pQmin=5.045258
Step13667  Qn=1.572e-05  pQn=4.803599  pQmin=5.045258
Step13668  Qn=1.043e-05  pQn=4.981566  pQmin=5.045258
Step13669  Qn=1.016e-05  pQn=4.992925  pQmin=5.045258
Step13670  Qn=1.487e-05  pQn=4.827734  pQmin=5.045258
Step13671  Qn=2.209e-05  pQn=4.655887  pQmin=5.045258
Step13672  Qn=2.262e-05  pQn=4.645588  pQmin=5.045258
Step13673  Qn=1.840e-05  pQn=4.735102  pQmin=5.045258
Step13674  Qn=9.205e-06  pQn=5.035959  pQmin=5.045258
Step13675  Qn=2.731e-05  pQn=4.563712  pQmin=5.045258
Step13676  Qn=3.041e-05  pQn=4.516919  pQmin=5.045258
Step13677  Qn=1.219e-05  pQn=4.914131  pQmin=5.045258
Step13678  Qn=1.232e-05  pQn=4.909537  pQmin=5.045258
Step13679  Qn=1.083e-05  pQn=4.965536  pQmin=5.045258
Step13680  Qn=1.147e-05  pQn=4.940338  pQmin=5.045258
Step13681  Qn=9.026e-06  pQn=5.044509  pQmin=5.045258
Step13682  Qn=1.037e-05  pQn=4.984410  pQmin=5.045258
Step13683  Qn=1.232e-05  pQn=4.909373  pQmin=5.045258
Step13684  Qn=1.142e-05  pQn=4.942398  pQmin=5.045258
Step13685  Qn=1.235e-05  pQn=4.908247  pQmin=5.045258
Step13686  Qn=1.003e-05  pQn=4.998783  pQmin=5.045258
Step13687  Qn=9.628e-06  pQn=5.016466  pQmin=5.045258
Step13688  Qn=1.499e-05  pQn=4.824196  pQmin=5.045258
Step13689  Qn=1.207e-05  pQn=4.918262  pQmin=5.045258
Step13690  Qn=2.083e-05  pQn=4.681296  pQmin=5.045258
Step13691  Qn=9.231e-06  pQn=5.034736  pQmin=5.045258
Step13692  Qn=9.259e-06  pQn=5.033457  pQmin=5.045258
Step13693  Qn=1.301e-05  pQn=4.885831  pQmin=5.045258
Step13694  Qn=1.596e-05  pQn=4.796833  pQmin=5.045258
Step13695  Qn=9.741e-06  pQn=5.011384  pQmin=5.045258
Step13696  Qn=1.292e-05  pQn=4.888823  pQmin=5.045258
Step13697  Qn=1.065e-05  pQn=4.972622  pQmin=5.045258
Step13698  Qn=1.041e-05  pQn=4.982703  pQmin=5.045258
Step13699  Qn=1.112e-05  pQn=4.953777  pQmin=5.045258
Step13700  Qn=1.114e-05  pQn=4.953193  pQmin=5.045258
Step13701  Qn=1.123e-05  pQn=4.949663  pQmin=5.045258
Step13702  Qn=2.190e-05  pQn=4.659487  pQmin=5.045258
Step13703  Qn=2.181e-05  pQn=4.661380  pQmin=5.045258
Step13704  Qn=1.087e-05  pQn=4.963959  pQmin=5.045258
Step13705  Qn=9.222e-06  pQn=5.035171  pQmin=5.045258
Step13706  Qn=9.593e-06  pQn=5.018035  pQmin=5.045258
Step13707  Qn=1.009e-05  pQn=4.995949  pQmin=5.045258
Step13708  Qn=9.179e-06  pQn=5.037196  pQmin=5.045258
Step13709  Qn=1.305e-05  pQn=4.884286  pQmin=5.045258
Step13710  Qn=1.762e-05  pQn=4.753962  pQmin=5.045258
Step13711  Qn=1.341e-05  pQn=4.872586  pQmin=5.045258
Step13712  Qn=1.171e-05  pQn=4.931451  pQmin=5.045258
Step13713  Qn=9.241e-06  pQn=5.034296  pQmin=5.045258
Step13714  Qn=1.310e-05  pQn=4.882876  pQmin=5.045258
Step13715  Qn=9.016e-06  pQn=5.044965  pQmin=5.045258
Step13716  Qn=1.019e-05  pQn=4.991666  pQmin=5.045258
Step13717  Qn=1.339e-05  pQn=4.873336  pQmin=5.045258
Step13718  Qn=1.968e-05  pQn=4.705964  pQmin=5.045258
Step13719  Qn=2.286e-05  pQn=4.640940  pQmin=5.045258
Step13720  Qn=1.164e-05  pQn=4.933988  pQmin=5.045258
Step13721  Qn=2.723e-05  pQn=4.564897  pQmin=5.045258
Step13722  Qn=1.666e-05  pQn=4.778339  pQmin=5.045258
Step13723  Qn=9.228e-06  pQn=5.034870  pQmin=5.045258
Step13724  Qn=1.534e-05  pQn=4.814161  pQmin=5.045258
Step13725  Qn=1.527e-05  pQn=4.816150  pQmin=5.045258
Step13726  Qn=1.367e-05  pQn=4.864189  pQmin=5.045258
Step13727  Qn=9.083e-06  pQn=5.041761  pQmin=5.045258
Step13728  Qn=9.429e-06  pQn=5.025519  pQmin=5.045258
Step13729  Qn=9.235e-06  pQn=5.034547  pQmin=5.045258
Step13730  Qn=9.258e-06  pQn=5.033485  pQmin=5.045258
Step13731  Qn=9.429e-06  pQn=5.025517  pQmin=5.045258
Step13732  Qn=1.065e-05  pQn=4.972561  pQmin=5.045258
Step13733  Qn=1.066e-05  pQn=4.972286  pQmin=5.045258
Step13734  Qn=1.834e-05  pQn=4.736491  pQmin=5.045258
Step13735  Qn=9.416e-06  pQn=5.026122  pQmin=5.045258
Step13736  Qn=9.016e-06  pQn=5.044972  pQmin=5.045258
Step13737  Qn=1.098e-05  pQn=4.959273  pQmin=5.045258
Step13738  Qn=1.569e-05  pQn=4.804381  pQmin=5.045258
Step13739  Qn=1.554e-05  pQn=4.808536  pQmin=5.045258
Step13740  Qn=1.116e-05  pQn=4.952395  pQmin=5.045258
Step13741  Qn=1.284e-05  pQn=4.891508  pQmin=5.045258
Step13742  Qn=1.243e-05  pQn=4.905433  pQmin=5.045258
Step13743  Qn=1.160e-05  pQn=4.935582  pQmin=5.045258
Step13744  Qn=1.562e-05  pQn=4.806426  pQmin=5.045258
Step13745  Qn=1.154e-05  pQn=4.937736  pQmin=5.045258
Step13746  Qn=1.194e-05  pQn=4.923050  pQmin=5.045258
Step13747  Qn=1.113e-05  pQn=4.953482  pQmin=5.045258
Step13748  Qn=1.200e-05  pQn=4.920747  pQmin=5.045258
Step13749  Qn=1.171e-05  pQn=4.931531  pQmin=5.045258
Step13750  Qn=1.158e-05  pQn=4.936229  pQmin=5.045258
Step13751  Qn=1.131e-05  pQn=4.946610  pQmin=5.045258
Step13752  Qn=9.955e-06  pQn=5.001952  pQmin=5.045258
Step13753  Qn=1.303e-05  pQn=4.884987  pQmin=5.045258
Step13754  Qn=9.299e-06  pQn=5.031543  pQmin=5.045258
Step13755  Qn=1.309e-05  pQn=4.883202  pQmin=5.045258
Step13756  Qn=1.169e-05  pQn=4.932137  pQmin=5.045258
Step13757  Qn=1.561e-05  pQn=4.806566  pQmin=5.045258
Step13758  Qn=1.058e-05  pQn=4.975318  pQmin=5.045258
Step13759  Qn=1.063e-05  pQn=4.973456  pQmin=5.045258
Step13760  Qn=9.546e-06  pQn=5.020170  pQmin=5.045258
Step13761  Qn=1.011e-05  pQn=4.995157  pQmin=5.045258
Step13762  Qn=2.237e-05  pQn=4.650304  pQmin=5.045258
Step13763  Qn=1.692e-05  pQn=4.771501  pQmin=5.045258
Step13764  Qn=9.041e-06  pQn=5.043782  pQmin=5.045258
Step13765  Qn=1.697e-05  pQn=4.770304  pQmin=5.045258
Step13766  Qn=1.568e-05  pQn=4.804715  pQmin=5.045258
Step13767  Qn=1.769e-05  pQn=4.752255  pQmin=5.045258
Step13768  Qn=2.780e-05  pQn=4.555966  pQmin=5.045258
Step13769  Qn=1.265e-05  pQn=4.897828  pQmin=5.045258
Step13770  Qn=1.441e-05  pQn=4.841296  pQmin=5.045258
Step13771  Qn=1.632e-05  pQn=4.787316  pQmin=5.045258
Step13772  Qn=1.720e-05  pQn=4.764406  pQmin=5.045258
Step13773  Qn=1.099e-05  pQn=4.959176  pQmin=5.045258
Step13774  Qn=9.069e-06  pQn=5.042431  pQmin=5.045258
Step13775  Qn=4.018e-05  pQn=4.396037  pQmin=5.045258
Step13776  Qn=9.457e-06  pQn=5.024246  pQmin=5.045258
Step13777  Qn=1.031e-05  pQn=4.986643  pQmin=5.045258
Step13778  Qn=1.242e-05  pQn=4.905968  pQmin=5.045258
Step13779  Qn=9.166e-06  pQn=5.037833  pQmin=5.045258
Step13780  Qn=2.921e-05  pQn=4.534395  pQmin=5.045258
Step13781  Qn=9.333e-06  pQn=5.029975  pQmin=5.045258
Step13782  Qn=1.071e-05  pQn=4.970023  pQmin=5.045258
Step13783  Qn=9.303e-06  pQn=5.031367  pQmin=5.045258
Step13784  Qn=1.917e-05  pQn=4.717270  pQmin=5.045258
Step13785  Qn=1.521e-05  pQn=4.817874  pQmin=5.045258
Step13786  Qn=1.084e-05  pQn=4.964830  pQmin=5.045258
Step13787  Qn=1.066e-05  pQn=4.972203  pQmin=5.045258
Step13788  Qn=9.538e-06  pQn=5.020541  pQmin=5.045258
Step13789  Qn=1.554e-05  pQn=4.808453  pQmin=5.045258
Step13790  Qn=2.069e-05  pQn=4.684238  pQmin=5.045258
Step13791  Qn=2.021e-05  pQn=4.694331  pQmin=5.045258
Step13792  Qn=1.194e-05  pQn=4.922927  pQmin=5.045258
Step13793  Qn=1.307e-05  pQn=4.883591  pQmin=5.045258
Step13794  Qn=1.536e-05  pQn=4.813682  pQmin=5.045258
Step13795  Qn=2.743e-05  pQn=4.561756  pQmin=5.045258
Step13796  Qn=1.409e-05  pQn=4.851198  pQmin=5.045258
Step13797  Qn=1.312e-05  pQn=4.881945  pQmin=5.045258
Step13798  Qn=1.059e-05  pQn=4.975032  pQmin=5.045258
Step13799  Qn=9.946e-06  pQn=5.002344  pQmin=5.045258
Step13800  Qn=1.146e-05  pQn=4.940876  pQmin=5.045258
Step13801  Qn=1.210e-05  pQn=4.917371  pQmin=5.045258
Step13802  Qn=2.404e-05  pQn=4.619079  pQmin=5.045258
Step13803  Qn=9.219e-06  pQn=5.035303  pQmin=5.045258
Step13804  Qn=1.428e-05  pQn=4.845288  pQmin=5.045258
Step13805  Qn=1.448e-05  pQn=4.839336  pQmin=5.045258
Step13806  Qn=9.295e-06  pQn=5.031755  pQmin=5.045258
Step13807  Qn=2.143e-05  pQn=4.668989  pQmin=5.045258
Step13808  Qn=9.039e-06  pQn=5.043872  pQmin=5.045258
Step13809  Qn=9.478e-06  pQn=5.023278  pQmin=5.045258
Step13810  Qn=9.142e-06  pQn=5.038948  pQmin=5.045258
Step13811  Qn=1.818e-05  pQn=4.740493  pQmin=5.045258
Step13812  Qn=1.555e-05  pQn=4.808242  pQmin=5.045258
Step13813  Qn=2.489e-05  pQn=4.603962  pQmin=5.045258
Step13814  Qn=1.744e-05  pQn=4.758447  pQmin=5.045258
Step13815  Qn=1.093e-05  pQn=4.961194  pQmin=5.045258
Step13816  Qn=4.347e-05  pQn=4.361836  pQmin=5.045258
Step13817  Qn=2.341e-05  pQn=4.630594  pQmin=5.045258
Step13818  Qn=1.301e-05  pQn=4.885807  pQmin=5.045258
Step13819  Qn=1.041e-05  pQn=4.982743  pQmin=5.045258
Step13820  Qn=3.672e-05  pQn=4.435137  pQmin=5.045258
Step13821  Qn=9.054e-06  pQn=5.043137  pQmin=5.045258
Step13822  Qn=1.491e-05  pQn=4.826568  pQmin=5.045258
Step13823  Qn=1.558e-05  pQn=4.807403  pQmin=5.045258
Step13824  Qn=1.267e-05  pQn=4.897207  pQmin=5.045258
Step13825  Qn=2.034e-05  pQn=4.691703  pQmin=5.045258
Step13826  Qn=1.453e-05  pQn=4.837742  pQmin=5.045258
Step13827  Qn=1.198e-05  pQn=4.921588  pQmin=5.045258
Step13828  Qn=9.092e-06  pQn=5.041320  pQmin=5.045258
Step13829  Qn=1.205e-05  pQn=4.918844  pQmin=5.045258
Step13830  Qn=3.489e-05  pQn=4.457349  pQmin=5.045258
Step13831  Qn=9.021e-06  pQn=5.044742  pQmin=5.045258
Step13832  Qn=1.365e-05  pQn=4.864907  pQmin=5.045258
Step13833  Qn=1.076e-05  pQn=4.968252  pQmin=5.045258
Step13834  Qn=1.060e-05  pQn=4.974501  pQmin=5.045258
Step13835  Qn=1.066e-05  pQn=4.972294  pQmin=5.045258
Step13836  Qn=1.254e-05  pQn=4.901619  pQmin=5.045258
Step13837  Qn=1.316e-05  pQn=4.880691  pQmin=5.045258
Step13838  Qn=9.442e-06  pQn=5.024929  pQmin=5.045258
Step13839  Qn=1.330e-05  pQn=4.876253  pQmin=5.045258
Step13840  Qn=1.563e-05  pQn=4.806143  pQmin=5.045258
Step13841  Qn=9.028e-06  pQn=5.044385  pQmin=5.045258
Step13842  Qn=1.464e-05  pQn=4.834567  pQmin=5.045258
Step13843  Qn=1.435e-05  pQn=4.843083  pQmin=5.045258
Step13844  Qn=1.011e-05  pQn=4.995433  pQmin=5.045258
Step13845  Qn=1.399e-05  pQn=4.854121  pQmin=5.045258
Step13846  Qn=1.884e-05  pQn=4.724854  pQmin=5.045258
Step13847  Qn=1.352e-05  pQn=4.869040  pQmin=5.045258
Step13848  Qn=1.124e-05  pQn=4.949407  pQmin=5.045258
Step13849  Qn=9.777e-06  pQn=5.009786  pQmin=5.045258
Step13850  Qn=2.830e-05  pQn=4.548185  pQmin=5.045258
Step13851  Qn=1.052e-05  pQn=4.978066  pQmin=5.045258
Step13852  Qn=1.354e-05  pQn=4.868504  pQmin=5.045258
Step13853  Qn=9.330e-06  pQn=5.030108  pQmin=5.045258
Step13854  Qn=1.681e-05  pQn=4.774493  pQmin=5.045258
Step13855  Qn=3.327e-05  pQn=4.477932  pQmin=5.045258
Step13856  Qn=1.003e-05  pQn=4.998890  pQmin=5.045258
Step13857  Qn=1.089e-05  pQn=4.962831  pQmin=5.045258
Step13858  Qn=1.037e-05  pQn=4.984311  pQmin=5.045258
Step13859  Qn=9.635e-06  pQn=5.016164  pQmin=5.045258
Step13860  Qn=9.848e-06  pQn=5.006667  pQmin=5.045258
Step13861  Qn=1.012e-05  pQn=4.995014  pQmin=5.045258
Step13862  Qn=2.853e-05  pQn=4.544773  pQmin=5.045258
Step13863  Qn=1.107e-05  pQn=4.955828  pQmin=5.045258
Step13864  Qn=1.968e-05  pQn=4.705988  pQmin=5.045258
Step13865  Qn=1.062e-05  pQn=4.974030  pQmin=5.045258
Step13866  Qn=9.946e-06  pQn=5.002372  pQmin=5.045258
Step13867  Qn=9.132e-06  pQn=5.039426  pQmin=5.045258
Step13868  Qn=2.967e-05  pQn=4.527633  pQmin=5.045258
Step13869  Qn=1.739e-05  pQn=4.759798  pQmin=5.045258
Step13870  Qn=1.593e-05  pQn=4.797839  pQmin=5.045258
Step13871  Qn=1.560e-05  pQn=4.806929  pQmin=5.045258
Step13872  Qn=1.780e-05  pQn=4.749587  pQmin=5.045258
Step13873  Qn=1.386e-05  pQn=4.858091  pQmin=5.045258
Step13874  Qn=1.146e-05  pQn=4.940660  pQmin=5.045258
Step13875  Qn=9.292e-06  pQn=5.031901  pQmin=5.045258
Step13876  Qn=1.016e-05  pQn=4.993257  pQmin=5.045258
Step13877  Qn=9.126e-06  pQn=5.039715  pQmin=5.045258
Step13878  Qn=1.117e-05  pQn=4.951911  pQmin=5.045258
Step13879  Qn=1.436e-05  pQn=4.842856  pQmin=5.045258
Step13880  Qn=1.347e-05  pQn=4.870742  pQmin=5.045258
Step13881  Qn=1.204e-05  pQn=4.919238  pQmin=5.045258
Step13882  Qn=9.164e-06  pQn=5.037893  pQmin=5.045258
Step13883  Qn=1.039e-05  pQn=4.983416  pQmin=5.045258
Step13884  Qn=1.221e-05  pQn=4.913406  pQmin=5.045258
Step13885  Qn=2.131e-05  pQn=4.671330  pQmin=5.045258
Step13886  Qn=9.682e-06  pQn=5.014036  pQmin=5.045258
Step13887  Qn=1.252e-05  pQn=4.902233  pQmin=5.045258
Step13888  Qn=1.319e-05  pQn=4.879892  pQmin=5.045258
Step13889  Qn=1.737e-05  pQn=4.760140  pQmin=5.045258
Step13890  Qn=1.377e-05  pQn=4.861173  pQmin=5.045258
Step13891  Qn=1.985e-05  pQn=4.702255  pQmin=5.045258
Step13892  Qn=1.043e-05  pQn=4.981556  pQmin=5.045258
Step13893  Qn=1.361e-05  pQn=4.866108  pQmin=5.045258
Step13894  Qn=1.044e-05  pQn=4.981394  pQmin=5.045258
Step13895  Qn=1.019e-05  pQn=4.991843  pQmin=5.045258
Step13896  Qn=1.503e-05  pQn=4.823077  pQmin=5.045258
Step13897  Qn=1.394e-05  pQn=4.855653  pQmin=5.045258
Step13898  Qn=9.024e-06  pQn=5.044620  pQmin=5.045258
Step13899  Qn=1.445e-05  pQn=4.840267  pQmin=5.045258
Step13900  Qn=1.236e-05  pQn=4.908079  pQmin=5.045258
Step13901  Qn=1.377e-05  pQn=4.860936  pQmin=5.045258
Step13902  Qn=2.230e-05  pQn=4.651645  pQmin=5.045258
Step13903  Qn=1.867e-05  pQn=4.728859  pQmin=5.045258
Step13904  Qn=2.480e-05  pQn=4.605557  pQmin=5.045258
Step13905  Qn=2.048e-05  pQn=4.688599  pQmin=5.045258
Step13906  Qn=1.102e-05  pQn=4.957831  pQmin=5.045258
Step13907  Qn=1.911e-05  pQn=4.718663  pQmin=5.045258
Step13908  Qn=1.023e-05  pQn=4.990154  pQmin=5.045258
Step13909  Qn=1.427e-05  pQn=4.845484  pQmin=5.045258
Step13910  Qn=9.746e-06  pQn=5.011161  pQmin=5.045258
Step13911  Qn=1.964e-05  pQn=4.706759  pQmin=5.045258
Step13912  Qn=1.738e-05  pQn=4.759946  pQmin=5.045258
Step13913  Qn=1.308e-05  pQn=4.883395  pQmin=5.045258
Step13914  Qn=1.637e-05  pQn=4.786043  pQmin=5.045258
Step13915  Qn=9.024e-06  pQn=5.044607  pQmin=5.045258
Step13916  Qn=1.987e-05  pQn=4.701701  pQmin=5.045258
Step13917  Qn=1.968e-05  pQn=4.706042  pQmin=5.045258
Step13918  Qn=1.090e-05  pQn=4.962560  pQmin=5.045258
Step13919  Qn=1.072e-05  pQn=4.969919  pQmin=5.045258
Step13920  Qn=9.889e-06  pQn=5.004856  pQmin=5.045258
Step13921  Qn=1.198e-05  pQn=4.921420  pQmin=5.045258
Step13922  Qn=1.166e-05  pQn=4.933400  pQmin=5.045258
Step13923  Qn=1.440e-05  pQn=4.841496  pQmin=5.045258
Step13924  Qn=1.165e-05  pQn=4.933612  pQmin=5.045258
Step13925  Qn=9.509e-06  pQn=5.021883  pQmin=5.045258
Step13926  Qn=1.777e-05  pQn=4.750336  pQmin=5.045258
Step13927  Qn=9.513e-06  pQn=5.021681  pQmin=5.045258
Step13928  Qn=1.021e-05  pQn=4.990992  pQmin=5.045258
Step13929  Qn=1.193e-05  pQn=4.923419  pQmin=5.045258
Step13930  Qn=9.240e-06  pQn=5.034311  pQmin=5.045258
Step13931  Qn=1.561e-05  pQn=4.806538  pQmin=5.045258
Step13932  Qn=1.033e-05  pQn=4.985823  pQmin=5.045258
Step13933  Qn=9.813e-06  pQn=5.008211  pQmin=5.045258
Step13934  Qn=1.833e-05  pQn=4.736946  pQmin=5.045258
Step13935  Qn=1.845e-05  pQn=4.733991  pQmin=5.045258
Step13936  Qn=1.026e-05  pQn=4.988926  pQmin=5.045258
Step13937  Qn=1.621e-05  pQn=4.790293  pQmin=5.045258
Step13938  Qn=1.062e-05  pQn=4.974060  pQmin=5.045258
Step13939  Qn=1.211e-05  pQn=4.916691  pQmin=5.045258
Step13940  Qn=9.480e-06  pQn=5.023195  pQmin=5.045258
Step13941  Qn=3.106e-05  pQn=4.507835  pQmin=5.045258
Step13942  Qn=9.054e-06  pQn=5.043150  pQmin=5.045258
Step13943  Qn=9.012e-06  pQn=5.045197  pQmin=5.045258
Step13944  Qn=1.021e-05  pQn=4.990892  pQmin=5.045258
Step13945  Qn=1.056e-05  pQn=4.976408  pQmin=5.045258
Step13946  Qn=1.065e-05  pQn=4.972835  pQmin=5.045258
Step13947  Qn=9.017e-06  pQn=5.044939  pQmin=5.045258
Step13948  Qn=1.025e-05  pQn=4.989327  pQmin=5.045258
Step13949  Qn=9.267e-06  pQn=5.033050  pQmin=5.045258
Step13950  Qn=1.290e-05  pQn=4.889260  pQmin=5.045258
Step13951  Qn=1.266e-05  pQn=4.897521  pQmin=5.045258
Step13952  Qn=4.132e-05  pQn=4.383810  pQmin=5.045258
Step13953  Qn=1.107e-05  pQn=4.955659  pQmin=5.045258
Step13954  Qn=1.553e-05  pQn=4.808723  pQmin=5.045258
Step13955  Qn=1.142e-05  pQn=4.942274  pQmin=5.045258
