[1] "Exp-Zero"        "9.697245e-05"    "4.877849e-06"    "1.761698e-04"   
[5] "2.487360e-01"    "5.653460e-01"    "SUFEX-Model2.R0"
Nelder-Mead Opt
pQ0=4.578e+00
Step22713  Qn=9.595e-06  pQn=5.017939  pQmin=5.045258
Step22714  Qn=1.269e-05  pQn=4.896552  pQmin=5.045258
Step22715  Qn=2.252e-05  pQn=4.647339  pQmin=5.045258
Step22716  Qn=1.441e-05  pQn=4.841378  pQmin=5.045258
Step22717  Qn=1.551e-05  pQn=4.809388  pQmin=5.045258
Step22718  Qn=2.160e-05  pQn=4.665456  pQmin=5.045258
Step22719  Qn=1.067e-05  pQn=4.971825  pQmin=5.045258
Step22720  Qn=1.316e-05  pQn=4.880631  pQmin=5.045258
Step22721  Qn=1.409e-05  pQn=4.851075  pQmin=5.045258
Step22722  Qn=9.428e-06  pQn=5.025592  pQmin=5.045258
Step22723  Qn=1.384e-05  pQn=4.858939  pQmin=5.045258
Step22724  Qn=1.429e-05  pQn=4.845082  pQmin=5.045258
Step22725  Qn=1.970e-05  pQn=4.705475  pQmin=5.045258
Step22726  Qn=1.450e-05  pQn=4.838536  pQmin=5.045258
Step22727  Qn=1.205e-05  pQn=4.919081  pQmin=5.045258
Step22728  Qn=1.170e-05  pQn=4.931768  pQmin=5.045258
Step22729  Qn=1.606e-05  pQn=4.794123  pQmin=5.045258
Step22730  Qn=9.270e-06  pQn=5.032902  pQmin=5.045258
Step22731  Qn=1.040e-05  pQn=4.982982  pQmin=5.045258
Step22732  Qn=9.564e-06  pQn=5.019345  pQmin=5.045258
Step22733  Qn=1.089e-05  pQn=4.962786  pQmin=5.045258
Step22734  Qn=9.185e-06  pQn=5.036937  pQmin=5.045258
Step22735  Qn=2.794e-05  pQn=4.553787  pQmin=5.045258
Step22736  Qn=9.191e-06  pQn=5.036627  pQmin=5.045258
Step22737  Qn=1.074e-05  pQn=4.968888  pQmin=5.045258
Step22738  Qn=1.381e-05  pQn=4.859853  pQmin=5.045258
Step22739  Qn=9.892e-06  pQn=5.004727  pQmin=5.045258
Step22740  Qn=1.242e-05  pQn=4.905808  pQmin=5.045258
Step22741  Qn=1.381e-05  pQn=4.859900  pQmin=5.045258
Step22742  Qn=1.260e-05  pQn=4.899527  pQmin=5.045258
Step22743  Qn=1.051e-05  pQn=4.978510  pQmin=5.045258
Step22744  Qn=9.509e-06  pQn=5.021883  pQmin=5.045258
Step22745  Qn=9.917e-06  pQn=5.003632  pQmin=5.045258
Step22746  Qn=1.020e-05  pQn=4.991486  pQmin=5.045258
Step22747  Qn=1.330e-05  pQn=4.876203  pQmin=5.045258
Step22748  Qn=1.188e-05  pQn=4.925009  pQmin=5.045258
Step22749  Qn=1.416e-05  pQn=4.848809  pQmin=5.045258
Step22750  Qn=1.180e-05  pQn=4.928141  pQmin=5.045258
Step22751  Qn=2.208e-05  pQn=4.656083  pQmin=5.045258
Step22752  Qn=1.159e-05  pQn=4.935963  pQmin=5.045258
Step22753  Qn=1.256e-05  pQn=4.900993  pQmin=5.045258
Step22754  Qn=9.821e-06  pQn=5.007837  pQmin=5.045258
Step22755  Qn=9.628e-06  pQn=5.016476  pQmin=5.045258
Step22756  Qn=2.629e-05  pQn=4.580162  pQmin=5.045258
Step22757  Qn=2.879e-05  pQn=4.540690  pQmin=5.045258
Step22758  Qn=1.551e-05  pQn=4.809306  pQmin=5.045258
Step22759  Qn=1.137e-05  pQn=4.944415  pQmin=5.045258
Step22760  Qn=1.051e-05  pQn=4.978371  pQmin=5.045258
Step22761  Qn=1.057e-05  pQn=4.975837  pQmin=5.045258
Step22762  Qn=1.428e-05  pQn=4.845369  pQmin=5.045258
Step22763  Qn=9.061e-06  pQn=5.042845  pQmin=5.045258
Step22764  Qn=1.047e-05  pQn=4.979903  pQmin=5.045258
Step22765  Qn=1.004e-05  pQn=4.998357  pQmin=5.045258
Step22766  Qn=9.557e-06  pQn=5.019694  pQmin=5.045258
Step22767  Qn=1.246e-05  pQn=4.904631  pQmin=5.045258
Step22768  Qn=9.522e-06  pQn=5.021262  pQmin=5.045258
Step22769  Qn=1.035e-05  pQn=4.984944  pQmin=5.045258
Step22770  Qn=1.033e-05  pQn=4.985989  pQmin=5.045258
Step22771  Qn=1.468e-05  pQn=4.833352  pQmin=5.045258
Step22772  Qn=1.078e-05  pQn=4.967433  pQmin=5.045258
Step22773  Qn=1.292e-05  pQn=4.888571  pQmin=5.045258
Step22774  Qn=1.158e-05  pQn=4.936218  pQmin=5.045258
Step22775  Qn=9.279e-06  pQn=5.032484  pQmin=5.045258
Step22776  Qn=1.435e-05  pQn=4.843174  pQmin=5.045258
Step22777  Qn=1.733e-05  pQn=4.761265  pQmin=5.045258
Step22778  Qn=9.195e-06  pQn=5.036457  pQmin=5.045258
Step22779  Qn=1.430e-05  pQn=4.844763  pQmin=5.045258
Step22780  Qn=9.028e-06  pQn=5.044393  pQmin=5.045258
Step22781  Qn=1.314e-05  pQn=4.881444  pQmin=5.045258
Step22782  Qn=1.295e-05  pQn=4.887745  pQmin=5.045258
Step22783  Qn=1.016e-05  pQn=4.992959  pQmin=5.045258
Step22784  Qn=1.223e-05  pQn=4.912446  pQmin=5.045258
Step22785  Qn=1.537e-05  pQn=4.813435  pQmin=5.045258
Step22786  Qn=3.725e-05  pQn=4.428827  pQmin=5.045258
Step22787  Qn=1.682e-05  pQn=4.774130  pQmin=5.045258
Step22788  Qn=1.228e-05  pQn=4.910895  pQmin=5.045258
Step22789  Qn=1.148e-05  pQn=4.940075  pQmin=5.045258
Step22790  Qn=1.867e-05  pQn=4.728892  pQmin=5.045258
Step22791  Qn=1.169e-05  pQn=4.932045  pQmin=5.045258
Step22792  Qn=2.649e-05  pQn=4.576999  pQmin=5.045258
Step22793  Qn=1.083e-05  pQn=4.965403  pQmin=5.045258
Step22794  Qn=9.460e-06  pQn=5.024115  pQmin=5.045258
Step22795  Qn=1.050e-05  pQn=4.978705  pQmin=5.045258
Step22796  Qn=1.554e-05  pQn=4.808605  pQmin=5.045258
Step22797  Qn=9.113e-06  pQn=5.040325  pQmin=5.045258
Step22798  Qn=1.266e-05  pQn=4.897553  pQmin=5.045258
Step22799  Qn=9.583e-06  pQn=5.018508  pQmin=5.045258
Step22800  Qn=2.035e-05  pQn=4.691396  pQmin=5.045258
Step22801  Qn=1.993e-05  pQn=4.700453  pQmin=5.045258
Step22802  Qn=1.007e-05  pQn=4.997038  pQmin=5.045258
Step22803  Qn=1.357e-05  pQn=4.867488  pQmin=5.045258
Step22804  Qn=1.204e-05  pQn=4.919392  pQmin=5.045258
Step22805  Qn=2.974e-05  pQn=4.526612  pQmin=5.045258
Step22806  Qn=1.201e-05  pQn=4.920379  pQmin=5.045258
Step22807  Qn=1.103e-05  pQn=4.957261  pQmin=5.045258
Step22808  Qn=9.882e-06  pQn=5.005135  pQmin=5.045258
Step22809  Qn=9.373e-06  pQn=5.028115  pQmin=5.045258
Step22810  Qn=9.372e-06  pQn=5.028183  pQmin=5.045258
Step22811  Qn=9.068e-06  pQn=5.042476  pQmin=5.045258
Step22812  Qn=9.216e-06  pQn=5.035445  pQmin=5.045258
Step22813  Qn=2.117e-05  pQn=4.674266  pQmin=5.045258
Step22814  Qn=9.119e-06  pQn=5.040056  pQmin=5.045258
Step22815  Qn=1.439e-05  pQn=4.841908  pQmin=5.045258
Step22816  Qn=1.699e-05  pQn=4.769770  pQmin=5.045258
Step22817  Qn=9.321e-06  pQn=5.030517  pQmin=5.045258
Step22818  Qn=9.747e-06  pQn=5.011124  pQmin=5.045258
Step22819  Qn=1.111e-05  pQn=4.954288  pQmin=5.045258
Step22820  Qn=9.572e-06  pQn=5.019005  pQmin=5.045258
Step22821  Qn=1.150e-05  pQn=4.939375  pQmin=5.045258
Step22822  Qn=1.553e-05  pQn=4.808764  pQmin=5.045258
Step22823  Qn=1.546e-05  pQn=4.810821  pQmin=5.045258
Step22824  Qn=1.084e-05  pQn=4.965087  pQmin=5.045258
Step22825  Qn=1.010e-05  pQn=4.995572  pQmin=5.045258
Step22826  Qn=9.215e-06  pQn=5.035507  pQmin=5.045258
Step22827  Qn=1.389e-05  pQn=4.857291  pQmin=5.045258
Step22828  Qn=1.604e-05  pQn=4.794781  pQmin=5.045258
Step22829  Qn=1.057e-05  pQn=4.976041  pQmin=5.045258
Step22830  Qn=1.197e-05  pQn=4.921954  pQmin=5.045258
Step22831  Qn=1.031e-05  pQn=4.986538  pQmin=5.045258
Step22832  Qn=1.659e-05  pQn=4.780176  pQmin=5.045258
Step22833  Qn=1.190e-05  pQn=4.924275  pQmin=5.045258
Step22834  Qn=1.012e-05  pQn=4.994813  pQmin=5.045258
Step22835  Qn=1.616e-05  pQn=4.791483  pQmin=5.045258
Step22836  Qn=9.041e-06  pQn=5.043779  pQmin=5.045258
Step22837  Qn=2.142e-05  pQn=4.669265  pQmin=5.045258
Step22838  Qn=1.401e-05  pQn=4.853500  pQmin=5.045258
Step22839  Qn=9.019e-06  pQn=5.044834  pQmin=5.045258
Step22840  Qn=9.988e-06  pQn=5.000536  pQmin=5.045258
Step22841  Qn=1.257e-05  pQn=4.900734  pQmin=5.045258
Step22842  Qn=1.130e-05  pQn=4.946798  pQmin=5.045258
Step22843  Qn=1.075e-05  pQn=4.968470  pQmin=5.045258
Step22844  Qn=1.107e-05  pQn=4.955953  pQmin=5.045258
Step22845  Qn=1.019e-05  pQn=4.991768  pQmin=5.045258
Step22846  Qn=1.307e-05  pQn=4.883597  pQmin=5.045258
Step22847  Qn=3.026e-05  pQn=4.519129  pQmin=5.045258
Step22848  Qn=1.196e-05  pQn=4.922301  pQmin=5.045258
Step22849  Qn=1.040e-05  pQn=4.983131  pQmin=5.045258
Step22850  Qn=1.396e-05  pQn=4.855268  pQmin=5.045258
Step22851  Qn=1.925e-05  pQn=4.715626  pQmin=5.045258
Step22852  Qn=1.358e-05  pQn=4.867121  pQmin=5.045258
Step22853  Qn=9.567e-06  pQn=5.019220  pQmin=5.045258
Step22854  Qn=9.505e-06  pQn=5.022064  pQmin=5.045258
Step22855  Qn=1.756e-05  pQn=4.755378  pQmin=5.045258
Step22856  Qn=1.462e-05  pQn=4.835079  pQmin=5.045258
Step22857  Qn=1.083e-05  pQn=4.965459  pQmin=5.045258
Step22858  Qn=9.291e-06  pQn=5.031929  pQmin=5.045258
Step22859  Qn=2.463e-05  pQn=4.608502  pQmin=5.045258
Step22860  Qn=2.112e-05  pQn=4.675384  pQmin=5.045258
Step22861  Qn=1.366e-05  pQn=4.864524  pQmin=5.045258
Step22862  Qn=9.789e-06  pQn=5.009260  pQmin=5.045258
Step22863  Qn=1.332e-05  pQn=4.875507  pQmin=5.045258
Step22864  Qn=1.444e-05  pQn=4.840350  pQmin=5.045258
Step22865  Qn=1.026e-05  pQn=4.988973  pQmin=5.045258
Step22866  Qn=1.125e-05  pQn=4.948835  pQmin=5.045258
Step22867  Qn=3.934e-05  pQn=4.405159  pQmin=5.045258
Step22868  Qn=2.998e-05  pQn=4.523126  pQmin=5.045258
Step22869  Qn=2.637e-05  pQn=4.578914  pQmin=5.045258
Step22870  Qn=1.115e-05  pQn=4.952813  pQmin=5.045258
Step22871  Qn=9.114e-06  pQn=5.040307  pQmin=5.045258
Step22872  Qn=1.012e-05  pQn=4.994709  pQmin=5.045258
Step22873  Qn=1.143e-05  pQn=4.942059  pQmin=5.045258
Step22874  Qn=1.289e-05  pQn=4.889843  pQmin=5.045258
Step22875  Qn=9.806e-06  pQn=5.008513  pQmin=5.045258
Step22876  Qn=1.167e-05  pQn=4.932891  pQmin=5.045258
Step22877  Qn=1.106e-05  pQn=4.956400  pQmin=5.045258
Step22878  Qn=1.196e-05  pQn=4.922264  pQmin=5.045258
Step22879  Qn=2.404e-05  pQn=4.619139  pQmin=5.045258
Step22880  Qn=1.555e-05  pQn=4.808323  pQmin=5.045258
Step22881  Qn=3.010e-05  pQn=4.521438  pQmin=5.045258
Step22882  Qn=9.570e-06  pQn=5.019099  pQmin=5.045258
Step22883  Qn=9.501e-06  pQn=5.022250  pQmin=5.045258
Step22884  Qn=1.554e-05  pQn=4.808614  pQmin=5.045258
Step22885  Qn=1.651e-05  pQn=4.782211  pQmin=5.045258
Step22886  Qn=9.594e-06  pQn=5.018014  pQmin=5.045258
Step22887  Qn=9.573e-06  pQn=5.018962  pQmin=5.045258
Step22888  Qn=9.494e-06  pQn=5.022546  pQmin=5.045258
Step22889  Qn=1.286e-05  pQn=4.890870  pQmin=5.045258
Step22890  Qn=1.034e-05  pQn=4.985606  pQmin=5.045258
Step22891  Qn=9.863e-06  pQn=5.006001  pQmin=5.045258
Step22892  Qn=1.586e-05  pQn=4.799608  pQmin=5.045258
Step22893  Qn=1.198e-05  pQn=4.921618  pQmin=5.045258
Step22894  Qn=1.044e-05  pQn=4.981426  pQmin=5.045258
Step22895  Qn=1.223e-05  pQn=4.912629  pQmin=5.045258
Step22896  Qn=9.294e-06  pQn=5.031795  pQmin=5.045258
Step22897  Qn=9.616e-06  pQn=5.017025  pQmin=5.045258
Step22898  Qn=2.563e-05  pQn=4.591270  pQmin=5.045258
Step22899  Qn=9.354e-06  pQn=5.028993  pQmin=5.045258
Step22900  Qn=1.813e-05  pQn=4.741522  pQmin=5.045258
Step22901  Qn=9.534e-06  pQn=5.020715  pQmin=5.045258
Step22902  Qn=2.713e-05  pQn=4.566470  pQmin=5.045258
Step22903  Qn=1.271e-05  pQn=4.895719  pQmin=5.045258
Step22904  Qn=1.211e-05  pQn=4.916995  pQmin=5.045258
Step22905  Qn=1.543e-05  pQn=4.811561  pQmin=5.045258
Step22906  Qn=1.101e-05  pQn=4.958342  pQmin=5.045258
Step22907  Qn=1.948e-05  pQn=4.710516  pQmin=5.045258
Step22908  Qn=1.108e-05  pQn=4.955316  pQmin=5.045258
Step22909  Qn=3.026e-05  pQn=4.519066  pQmin=5.045258
Step22910  Qn=1.429e-05  pQn=4.845049  pQmin=5.045258
Step22911  Qn=1.006e-05  pQn=4.997471  pQmin=5.045258
Step22912  Qn=1.988e-05  pQn=4.701534  pQmin=5.045258
Step22913  Qn=1.166e-05  pQn=4.933136  pQmin=5.045258
Step22914  Qn=1.952e-05  pQn=4.709429  pQmin=5.045258
Step22915  Qn=1.570e-05  pQn=4.803982  pQmin=5.045258
Step22916  Qn=1.544e-05  pQn=4.811308  pQmin=5.045258
Step22917  Qn=1.184e-05  pQn=4.926708  pQmin=5.045258
Step22918  Qn=1.076e-05  pQn=4.968117  pQmin=5.045258
Step22919  Qn=1.035e-05  pQn=4.985042  pQmin=5.045258
Step22920  Qn=1.816e-05  pQn=4.740810  pQmin=5.045258
Step22921  Qn=1.607e-05  pQn=4.794036  pQmin=5.045258
Step22922  Qn=1.868e-05  pQn=4.728568  pQmin=5.045258
Step22923  Qn=1.424e-05  pQn=4.846493  pQmin=5.045258
Step22924  Qn=2.165e-05  pQn=4.664514  pQmin=5.045258
Step22925  Qn=9.308e-06  pQn=5.031124  pQmin=5.045258
Step22926  Qn=1.279e-05  pQn=4.893021  pQmin=5.045258
Step22927  Qn=9.257e-06  pQn=5.033528  pQmin=5.045258
Step22928  Qn=1.069e-05  pQn=4.971214  pQmin=5.045258
Step22929  Qn=9.101e-06  pQn=5.040918  pQmin=5.045258
Step22930  Qn=9.240e-06  pQn=5.034332  pQmin=5.045258
Step22931  Qn=1.101e-05  pQn=4.958037  pQmin=5.045258
Step22932  Qn=1.565e-05  pQn=4.805511  pQmin=5.045258
Step22933  Qn=1.220e-05  pQn=4.913815  pQmin=5.045258
Step22934  Qn=2.093e-05  pQn=4.679258  pQmin=5.045258
Step22935  Qn=2.339e-05  pQn=4.630968  pQmin=5.045258
Step22936  Qn=2.729e-05  pQn=4.564002  pQmin=5.045258
Step22937  Qn=2.001e-05  pQn=4.698687  pQmin=5.045258
Step22938  Qn=9.209e-06  pQn=5.035798  pQmin=5.045258
Step22939  Qn=1.542e-05  pQn=4.811799  pQmin=5.045258
Step22940  Qn=1.189e-05  pQn=4.924863  pQmin=5.045258
Step22941  Qn=1.561e-05  pQn=4.806495  pQmin=5.045258
Step22942  Qn=3.117e-05  pQn=4.506213  pQmin=5.045258
Step22943  Qn=9.606e-06  pQn=5.017470  pQmin=5.045258
Step22944  Qn=1.448e-05  pQn=4.839116  pQmin=5.045258
Step22945  Qn=9.268e-06  pQn=5.033034  pQmin=5.045258
Step22946  Qn=1.043e-05  pQn=4.981565  pQmin=5.045258
Step22947  Qn=1.210e-05  pQn=4.917106  pQmin=5.045258
Step22948  Qn=4.163e-05  pQn=4.380590  pQmin=5.045258
Step22949  Qn=1.124e-05  pQn=4.949162  pQmin=5.045258
Step22950  Qn=9.375e-06  pQn=5.028014  pQmin=5.045258
Step22951  Qn=1.501e-05  pQn=4.823656  pQmin=5.045258
Step22952  Qn=9.229e-06  pQn=5.034826  pQmin=5.045258
Step22953  Qn=2.362e-05  pQn=4.626737  pQmin=5.045258
Step22954  Qn=1.464e-05  pQn=4.834450  pQmin=5.045258
Step22955  Qn=1.547e-05  pQn=4.810563  pQmin=5.045258
Step22956  Qn=9.358e-06  pQn=5.028826  pQmin=5.045258
Step22957  Qn=9.144e-06  pQn=5.038856  pQmin=5.045258
Step22958  Qn=1.680e-05  pQn=4.774815  pQmin=5.045258
Step22959  Qn=2.035e-05  pQn=4.691499  pQmin=5.045258
Step22960  Qn=1.101e-05  pQn=4.958153  pQmin=5.045258
Step22961  Qn=9.884e-06  pQn=5.005080  pQmin=5.045258
Step22962  Qn=9.716e-06  pQn=5.012506  pQmin=5.045258
Step22963  Qn=1.111e-05  pQn=4.954158  pQmin=5.045258
Step22964  Qn=1.066e-05  pQn=4.972135  pQmin=5.045258
Step22965  Qn=1.655e-05  pQn=4.781244  pQmin=5.045258
Step22966  Qn=1.261e-05  pQn=4.899358  pQmin=5.045258
Step22967  Qn=9.352e-06  pQn=5.029096  pQmin=5.045258
Step22968  Qn=1.428e-05  pQn=4.845227  pQmin=5.045258
Step22969  Qn=1.112e-05  pQn=4.953872  pQmin=5.045258
Step22970  Qn=9.938e-06  pQn=5.002685  pQmin=5.045258
Step22971  Qn=1.550e-05  pQn=4.809721  pQmin=5.045258
Step22972  Qn=1.032e-05  pQn=4.986249  pQmin=5.045258
Step22973  Qn=1.432e-05  pQn=4.844155  pQmin=5.045258
Step22974  Qn=1.101e-05  pQn=4.958030  pQmin=5.045258
Step22975  Qn=1.574e-05  pQn=4.803086  pQmin=5.045258
Step22976  Qn=4.726e-05  pQn=4.325520  pQmin=5.045258
Step22977  Qn=9.045e-06  pQn=5.043587  pQmin=5.045258
Step22978  Qn=1.085e-05  pQn=4.964738  pQmin=5.045258
Step22979  Qn=9.867e-06  pQn=5.005824  pQmin=5.045258
Step22980  Qn=1.623e-05  pQn=4.789787  pQmin=5.045258
Step22981  Qn=1.456e-05  pQn=4.836965  pQmin=5.045258
Step22982  Qn=1.024e-05  pQn=4.989868  pQmin=5.045258
Step22983  Qn=1.149e-05  pQn=4.939530  pQmin=5.045258
Step22984  Qn=9.939e-06  pQn=5.002646  pQmin=5.045258
Step22985  Qn=2.066e-05  pQn=4.684813  pQmin=5.045258
Step22986  Qn=1.545e-05  pQn=4.810959  pQmin=5.045258
Step22987  Qn=2.940e-05  pQn=4.531609  pQmin=5.045258
Step22988  Qn=1.363e-05  pQn=4.865459  pQmin=5.045258
Step22989  Qn=1.210e-05  pQn=4.917218  pQmin=5.045258
Step22990  Qn=1.249e-05  pQn=4.903279  pQmin=5.045258
Step22991  Qn=1.610e-05  pQn=4.793103  pQmin=5.045258
Step22992  Qn=9.188e-06  pQn=5.036770  pQmin=5.045258
Step22993  Qn=1.587e-05  pQn=4.799308  pQmin=5.045258
Step22994  Qn=1.035e-05  pQn=4.984995  pQmin=5.045258
Step22995  Qn=1.549e-05  pQn=4.809926  pQmin=5.045258
Step22996  Qn=1.562e-05  pQn=4.806379  pQmin=5.045258
Step22997  Qn=9.679e-06  pQn=5.014159  pQmin=5.045258
Step22998  Qn=1.629e-05  pQn=4.787965  pQmin=5.045258
Step22999  Qn=9.402e-06  pQn=5.026790  pQmin=5.045258
Step23000  Qn=9.243e-06  pQn=5.034174  pQmin=5.045258
Step23001  Qn=1.002e-05  pQn=4.999326  pQmin=5.045258
Step23002  Qn=3.237e-05  pQn=4.489862  pQmin=5.045258
Step23003  Qn=9.668e-06  pQn=5.014649  pQmin=5.045258
Step23004  Qn=4.107e-05  pQn=4.386467  pQmin=5.045258
Step23005  Qn=1.484e-05  pQn=4.828574  pQmin=5.045258
Step23006  Qn=1.165e-05  pQn=4.933581  pQmin=5.045258
Step23007  Qn=1.458e-05  pQn=4.836377  pQmin=5.045258
Step23008  Qn=1.377e-05  pQn=4.861073  pQmin=5.045258
Step23009  Qn=1.881e-05  pQn=4.725504  pQmin=5.045258
Step23010  Qn=1.349e-05  pQn=4.869927  pQmin=5.045258
Step23011  Qn=1.359e-05  pQn=4.866842  pQmin=5.045258
Step23012  Qn=2.445e-05  pQn=4.611685  pQmin=5.045258
Step23013  Qn=9.773e-06  pQn=5.009962  pQmin=5.045258
Step23014  Qn=1.030e-05  pQn=4.987225  pQmin=5.045258
Step23015  Qn=1.019e-05  pQn=4.991690  pQmin=5.045258
Step23016  Qn=1.505e-05  pQn=4.822389  pQmin=5.045258
Step23017  Qn=1.139e-05  pQn=4.943311  pQmin=5.045258
Step23018  Qn=1.729e-05  pQn=4.762258  pQmin=5.045258
Step23019  Qn=1.273e-05  pQn=4.895184  pQmin=5.045258
Step23020  Qn=2.271e-05  pQn=4.643721  pQmin=5.045258
Step23021  Qn=1.336e-05  pQn=4.874142  pQmin=5.045258
Step23022  Qn=1.228e-05  pQn=4.910948  pQmin=5.045258
Step23023  Qn=1.048e-05  pQn=4.979549  pQmin=5.045258
Step23024  Qn=4.280e-05  pQn=4.368527  pQmin=5.045258
Step23025  Qn=1.578e-05  pQn=4.801964  pQmin=5.045258
Step23026  Qn=1.048e-05  pQn=4.979523  pQmin=5.045258
Step23027  Qn=1.509e-05  pQn=4.821418  pQmin=5.045258
Step23028  Qn=9.137e-06  pQn=5.039192  pQmin=5.045258
Step23029  Qn=1.044e-05  pQn=4.981501  pQmin=5.045258
Step23030  Qn=1.394e-05  pQn=4.855628  pQmin=5.045258
Step23031  Qn=2.894e-05  pQn=4.538511  pQmin=5.045258
Step23032  Qn=1.028e-05  pQn=4.987860  pQmin=5.045258
Step23033  Qn=1.085e-05  pQn=4.964690  pQmin=5.045258
Step23034  Qn=1.041e-05  pQn=4.982596  pQmin=5.045258
Step23035  Qn=1.198e-05  pQn=4.921390  pQmin=5.045258
Step23036  Qn=1.002e-05  pQn=4.999130  pQmin=5.045258
Step23037  Qn=3.110e-05  pQn=4.507255  pQmin=5.045258
Step23038  Qn=1.925e-05  pQn=4.715473  pQmin=5.045258
Step23039  Qn=1.048e-05  pQn=4.979748  pQmin=5.045258
Step23040  Qn=1.017e-05  pQn=4.992709  pQmin=5.045258
Step23041  Qn=1.359e-05  pQn=4.866660  pQmin=5.045258
Step23042  Qn=1.388e-05  pQn=4.857682  pQmin=5.045258
Step23043  Qn=1.032e-05  pQn=4.986298  pQmin=5.045258
Step23044  Qn=1.580e-05  pQn=4.801386  pQmin=5.045258
Step23045  Qn=1.274e-05  pQn=4.894916  pQmin=5.045258
Step23046  Qn=1.488e-05  pQn=4.827395  pQmin=5.045258
Step23047  Qn=1.153e-05  pQn=4.938122  pQmin=5.045258
Step23048  Qn=9.784e-06  pQn=5.009505  pQmin=5.045258
Step23049  Qn=2.205e-05  pQn=4.656648  pQmin=5.045258
Step23050  Qn=1.026e-05  pQn=4.988887  pQmin=5.045258
Step23051  Qn=1.173e-05  pQn=4.930694  pQmin=5.045258
Step23052  Qn=1.039e-05  pQn=4.983534  pQmin=5.045258
Step23053  Qn=1.269e-05  pQn=4.896626  pQmin=5.045258
Step23054  Qn=1.055e-05  pQn=4.976948  pQmin=5.045258
Step23055  Qn=3.587e-05  pQn=4.445288  pQmin=5.045258
Step23056  Qn=1.208e-05  pQn=4.917959  pQmin=5.045258
Step23057  Qn=1.091e-05  pQn=4.962169  pQmin=5.045258
Step23058  Qn=1.864e-05  pQn=4.729443  pQmin=5.045258
Step23059  Qn=9.559e-06  pQn=5.019585  pQmin=5.045258
Step23060  Qn=9.808e-06  pQn=5.008432  pQmin=5.045258
Step23061  Qn=9.984e-06  pQn=5.000688  pQmin=5.045258
Step23062  Qn=9.551e-06  pQn=5.019933  pQmin=5.045258
Step23063  Qn=2.150e-05  pQn=4.667590  pQmin=5.045258
Step23064  Qn=1.060e-05  pQn=4.974680  pQmin=5.045258
Step23065  Qn=1.059e-05  pQn=4.975215  pQmin=5.045258
Step23066  Qn=1.079e-05  pQn=4.966941  pQmin=5.045258
Step23067  Qn=9.208e-06  pQn=5.035827  pQmin=5.045258
Step23068  Qn=1.419e-05  pQn=4.848076  pQmin=5.045258
Step23069  Qn=1.217e-05  pQn=4.914660  pQmin=5.045258
Step23070  Qn=1.510e-05  pQn=4.821101  pQmin=5.045258
Step23071  Qn=2.733e-05  pQn=4.563314  pQmin=5.045258
Step23072  Qn=1.836e-05  pQn=4.736125  pQmin=5.045258
Step23073  Qn=9.944e-06  pQn=5.002445  pQmin=5.045258
Step23074  Qn=9.041e-06  pQn=5.043760  pQmin=5.045258
Step23075  Qn=9.605e-06  pQn=5.017487  pQmin=5.045258
Step23076  Qn=9.224e-06  pQn=5.035087  pQmin=5.045258
Step23077  Qn=1.365e-05  pQn=4.864806  pQmin=5.045258
Step23078  Qn=2.072e-05  pQn=4.683535  pQmin=5.045258
Step23079  Qn=3.214e-05  pQn=4.492937  pQmin=5.045258
Step23080  Qn=2.017e-05  pQn=4.695365  pQmin=5.045258
Step23081  Qn=9.034e-06  pQn=5.044132  pQmin=5.045258
Step23082  Qn=1.548e-05  pQn=4.810214  pQmin=5.045258
Step23083  Qn=1.098e-05  pQn=4.959257  pQmin=5.045258
Step23084  Qn=1.657e-05  pQn=4.780746  pQmin=5.045258
Step23085  Qn=1.256e-05  pQn=4.901146  pQmin=5.045258
Step23086  Qn=1.019e-05  pQn=4.991741  pQmin=5.045258
Step23087  Qn=1.156e-05  pQn=4.936981  pQmin=5.045258
Step23088  Qn=1.235e-05  pQn=4.908379  pQmin=5.045258
Step23089  Qn=1.152e-05  pQn=4.938444  pQmin=5.045258
Step23090  Qn=1.006e-05  pQn=4.997489  pQmin=5.045258
Step23091  Qn=1.053e-05  pQn=4.977734  pQmin=5.045258
Step23092  Qn=9.540e-06  pQn=5.020429  pQmin=5.045258
Step23093  Qn=2.675e-05  pQn=4.572683  pQmin=5.045258
Step23094  Qn=1.534e-05  pQn=4.814203  pQmin=5.045258
Step23095  Qn=9.940e-06  pQn=5.002594  pQmin=5.045258
Step23096  Qn=1.503e-05  pQn=4.823088  pQmin=5.045258
Step23097  Qn=1.019e-05  pQn=4.991722  pQmin=5.045258
Step23098  Qn=1.793e-05  pQn=4.746536  pQmin=5.045258
Step23099  Qn=1.616e-05  pQn=4.791647  pQmin=5.045258
Step23100  Qn=1.543e-05  pQn=4.811679  pQmin=5.045258
Step23101  Qn=1.089e-05  pQn=4.962811  pQmin=5.045258
Step23102  Qn=1.033e-05  pQn=4.985710  pQmin=5.045258
Step23103  Qn=1.116e-05  pQn=4.952221  pQmin=5.045258
Step23104  Qn=9.372e-06  pQn=5.028160  pQmin=5.045258
Step23105  Qn=9.974e-06  pQn=5.001124  pQmin=5.045258
Step23106  Qn=1.353e-05  pQn=4.868788  pQmin=5.045258
Step23107  Qn=3.711e-05  pQn=4.430505  pQmin=5.045258
Step23108  Qn=1.858e-05  pQn=4.730968  pQmin=5.045258
