Time, s; Heat flow, Watt
2354.82185754925; 6.79427416787603e-07
2358.42583850771; 6.91375047033100e-07
2362.02919266373; 6.97166860998502e-07
2365.63317362219; 7.02959682448402e-07
2372.76258257591; 7.13909079998801e-07
2379.89262474514; 7.19967223819399e-07
2387.02203367837; 7.18516857909999e-07
2394.32282594219; 7.11442049252502e-07
2401.45223488659; 7.01854600623902e-07
2408.58227707818; 6.90355199740699e-07
2415.88243609294; 6.79438255320602e-07
2423.01247822121; 6.70630301773697e-07
2430.14188716747; 6.64785976243598e-07
2434.13374806009; 6.73145849795601e-07
2444.45690852217; 6.54006211056301e-07
2454.99803565442; 6.35991211822399e-07
2458.60138981044; 6.47200299625999e-07
2467.74910260737; 6.36440303499002e-07
2471.35245676338; 6.45316237805600e-07
2481.89348227904; 6.28658300412498e-07
2485.49683649466; 6.37093071511199e-07
2496.03774714470; 6.23517733279199e-07
2499.81185130030; 6.29635641941199e-07
2510.35287681780; 6.14917639545701e-07
2513.95623097382; 6.21394671082700e-07
2524.49714174308; 6.07313671654100e-07
2528.10049589910; 6.14878030249200e-07
2538.64152134396; 6.01885277823501e-07
2542.41562550142; 6.09093126201500e-07
2552.95653626696; 5.96369889100901e-07
2556.55989042297; 6.04828714696702e-07
2567.10091581196; 5.92160561918101e-07
2570.70426996798; 5.99438372428498e-07
2588.20410064235; 1.88386818827599e-07
2591.80745479837; 1.95960458609198e-07
2595.41143575683; 2.03535415823200e-07
2606.11204518751; 6.55459505811700e-07
2609.71602614596; 6.63670964870402e-07
2630.85825705901; 1.26295303718530e-06
2637.97721988335; 1.26652240026120e-06
2655.82095041313; 1.38283933174160e-06
2662.93991335668; 1.38730849838970e-06
2683.92179919592; 1.31514758579780e-06
2699.88312208095; 1.25045357127710e-06
2707.00145816245; 1.25562096477120e-06
2727.98397081905; 1.18190353248060e-06
2735.10230690056; 1.18426018101450e-06
2749.31855102815; 1.12575049979960e-06
2770.30043687299; 1.04793914551560e-06
2784.51678281836; 1.00743154642940e-06
2791.63511889987; 1.01263901306650e-06
2816.02850657329; 9.51234737261101e-07
2823.14684265479; 9.55748663654400e-07
2837.36319504679; 9.40058663353500e-07
2857.87896512635; 9.18415668598100e-07
2864.99792795070; 9.21191427281199e-07
2879.67965453118; 9.04828243342600e-07
2894.11311749183; 8.89804813180002e-07
2914.41177707352; 8.60332548008602e-07
2925.04572188296; 8.62934085287400e-07
2945.10051925853; 8.36981901216100e-07
2959.31676338613; 8.20364009789500e-07
2966.43509946764; 8.25683205179198e-07
2994.34424510412; 7.58699364823800e-07
3001.46258118562; 7.63106023388798e-07
3015.67880585044; 7.42286786378500e-07
3036.19459543564; 7.02937327766403e-07
3043.31355831958; 7.07994183786001e-07
3057.99537372588; 6.89548185554800e-07
3078.51179653220; 6.57446431746399e-07
3085.63013255410; 6.62952515623499e-07
3099.84635070898; 6.51349164382501e-07
3114.74531560205; 6.35938126041100e-07
3135.04458901286; 6.07856961816799e-07
3142.16292509437; 6.09922927087101e-07
3162.21836872958; 5.92346147723898e-07
3169.33670487069; 5.96049976644800e-07
3183.55292302370; 5.76042665825299e-07
3204.53482835740; 5.32518463254999e-07
3211.65379124135; 5.38924901445800e-07
3225.86949734018; 5.23262173179198e-07
3246.85202948563; 5.02842121685302e-07
3261.06762090698; 4.97071039716101e-07
3268.18658373133; 5.02760235187099e-07
3288.70237978176; 4.81172043711902e-07
3295.82134266570; 4.85851264330300e-07
3316.96357352286; 4.57067267174699e-07
3324.08253634721; 4.61770092325301e-07
3345.06442232057; 4.25043279521697e-07
3359.28076814487; 4.08018593332600e-07
3366.39910422638; 4.13865832456602e-07
3384.70955151692; 3.78536027901802e-07
3405.00821751915; 3.37213400119099e-07
3412.12718040309; 3.38056586670502e-07
3428.77099451237; 3.09698334394400e-07
3446.39821547456; 2.83244306546100e-07
3453.51655155606; 2.82560072576602e-07
3470.62207981386; 2.65522498864198e-07
3492.22977170535; 2.47438050172802e-07
3512.74616853892; 2.32638779919900e-07
3519.86450462043; 2.35072451031099e-07
3534.08074876107; 2.20359840334601e-07
3555.06263456121; 1.88656363805899e-07
3562.18159738556; 1.86532371223600e-07
3577.08056233265; 1.64502609610300e-07
3597.37982922420; 1.29528414340602e-07
3604.49816530570; 1.15240063066903e-07
3619.39764874056; 1.00709312786298e-07
3638.76920680888; 7.86273803744972e-08
3645.88816975243; 8.82650736873989e-08
3667.03040061333; 8.25417186742014e-08
3674.14936343767; 9.43684802421001e-08
3689.50930109621; 8.42195565809013e-08
3709.34759526328; 5.18202915399988e-08
3716.46593134478; 5.46065975560021e-08
3736.98235416785; 1.50569799480992e-08
3751.19794564881; -6.12300882439881e-09
3758.31690847315; -7.81081944219834e-09
3779.29881375097; -4.34879201659023e-08
3794.19838596135; -6.20248384224976e-08
3801.31672198325; -6.36293793824994e-08
3821.61601484567; -9.61743403930984e-08
3836.04873625748; -1.13428178176299e-07
3843.16769908183; -1.14049461067999e-07
3863.93247441761; -1.49929709793301e-07
3881.77681228332; -1.72667299678399e-07
3888.89514842444; -1.74381975086098e-07
3903.11149435118; -1.88753419173199e-07
3924.09338025376; -2.09060357833600e-07
3931.21234313771; -2.08667591026898e-07
3947.17293741367; -2.22385428896700e-07
3968.15545001627; -2.57097821533298e-07
3975.27378609776; -2.55963606557100e-07
3996.41664381698; -2.91709139466598e-07
4003.53497989848; -2.93039191636700e-07
4024.51751201227; -3.15851872376801e-07
4031.63584809378; -3.16485929647301e-07
4049.26304951497; -3.26250651599302e-07
4067.21088695899; -3.39906597981598e-07
